question_id,original_arg,model_setting,og_correct,substitution_hop,neg_outcome,pos_outcome,correct
1956720,fence,vlm_q_only_qwen2.5VL,TRUE,1,0,0,FALSE
1956720,fence,vlm_q_only_qwen2.5VL,TRUE,2,0,0,FALSE
1956720,fence,vlm_text_qwen2.5VL,TRUE,1,1,0,FALSE
1956720,fence,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
1959548,boat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
1959548,boat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
1959548,boat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
1959548,boat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
1959590,surfboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
1969441,surfboard,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
1969441,surfboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
1969588,wetsuit,vlm_text_qwen2.5VL,TRUE,1,1,0,FALSE
1969588,wetsuit,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
1969589,wetsuit,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
1969589,wetsuit,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
1969589,wetsuit,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
1969589,wetsuit,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
1969589,wetsuit,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
1969589,wetsuit,vlm_q_only_qwen2.5VL,TRUE,2,0,1,FALSE
1969589,wetsuit,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
1969589,wetsuit,vlm_text_qwen2.5VL,TRUE,2,0,1,FALSE
1996734,cup,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
1996734,cup,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
1996931,ball,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
1996931,ball,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
1996931,ball,vlm_text_qwen2.5VL,TRUE,1,1,0,FALSE
1996931,ball,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
2110053,chair,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2110053,chair,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2110053,chair,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2110053,chair,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2110054,chair,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
2110054,chair,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2110054,chair,vlm_text_qwen2.5VL,TRUE,1,0,1,FALSE
2110054,chair,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2133475,motorcycle,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2133475,motorcycle,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2133475,motorcycle,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2133475,motorcycle,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2133475,motorcycle,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2133475,motorcycle,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2161079,train,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2161079,train,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2161081,train,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2161081,train,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2162492,backpack,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2162492,backpack,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2162492,backpack,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2162492,backpack,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2162498,backpack,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2162498,backpack,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2162498,backpack,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2162498,backpack,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2162499,backpack,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2162499,backpack,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2162499,backpack,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2162499,backpack,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
2162499,backpack,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2162499,backpack,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2190786,bear,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2190786,bear,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2190786,bear,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2190786,bear,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2190786,bear,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2190786,bear,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2190789,bear,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2190789,bear,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2190789,bear,lm_Qwen2.5_7B_Instruct,TRUE,3,0,1,FALSE
2190789,bear,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2190789,bear,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
2190789,bear,lm_q_only_Qwen2.5_7B_Instruct,TRUE,3,0,1,FALSE
2190789,bear,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2190789,bear,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
2190789,bear,vlm_q_only_qwen2.5VL,TRUE,3,0,1,FALSE
2190789,bear,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2190789,bear,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2190789,bear,vlm_text_qwen2.5VL,TRUE,3,0,1,FALSE
2198913,cow,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2198913,cow,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2198913,cow,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
2198913,cow,lm_Qwen2.5_7B_Instruct,TRUE,4,0,0,FALSE
2198913,cow,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2198913,cow,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2198913,cow,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2198913,cow,vlm_text_qwen2.5VL,TRUE,4,0,1,FALSE
2198915,cow,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2198915,cow,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2198915,cow,lm_Qwen2.5_7B_Instruct,TRUE,3,0,0,FALSE
2198915,cow,lm_Qwen2.5_7B_Instruct,TRUE,4,1,0,FALSE
2198915,cow,vlm_text_qwen2.5VL,TRUE,1,0,1,FALSE
2198915,cow,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2198915,cow,vlm_text_qwen2.5VL,TRUE,3,0,0,FALSE
2198915,cow,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2201111,ball,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2201111,ball,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2201111,ball,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2201111,ball,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2223596,fork,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2223596,fork,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2223597,fork,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2223597,fork,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2223597,fork,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2223789,cake,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2223789,cake,lm_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
2223789,cake,vlm_text_qwen2.5VL,TRUE,1,1,0,FALSE
2223789,cake,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
2257963,helmet,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2257963,helmet,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2257963,helmet,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2257963,helmet,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2257963,helmet,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2257963,helmet,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
2257963,helmet,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2257963,helmet,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2303206,woman,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2303206,woman,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2303206,woman,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2303206,woman,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2304423,sand,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2304423,sand,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2304423,sand,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2304423,sand,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2310223,chair,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2310223,chair,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2310223,chair,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2310223,chair,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2310223,chair,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2310223,chair,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
2310223,chair,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2310223,chair,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2310224,chair,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2310224,chair,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2310224,chair,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2310224,chair,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2320856,bicycle,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2320856,bicycle,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
2320856,bicycle,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2320856,bicycle,vlm_text_qwen2.5VL,TRUE,2,0,1,FALSE
2330584,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2330584,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2330584,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2330584,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
2330584,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2330584,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2330584,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
2330584,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,4,1,0,FALSE
2330584,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2330584,dog,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2330584,dog,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2330584,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2330586,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2330586,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
2330586,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
2330586,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,0,0,FALSE
2330586,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2330586,dog,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2330586,dog,vlm_text_qwen2.5VL,TRUE,3,1,0,FALSE
2330586,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2352310,desk,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2352310,desk,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2352310,desk,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2352310,desk,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2352311,desk,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2352311,desk,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2352311,desk,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2352311,desk,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2352311,desk,vlm_q_only_qwen2.5VL,TRUE,1,0,1,FALSE
2352311,desk,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
2352311,desk,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2352311,desk,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2352317,desk,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2352317,desk,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
2352317,desk,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2352317,desk,vlm_text_qwen2.5VL,TRUE,2,0,1,FALSE
2359034,racket,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2359034,racket,vlm_q_only_qwen2.5VL,TRUE,1,0,0,FALSE
2359034,racket,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2359035,racket,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2359035,racket,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2429101,surfboard,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2429101,surfboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2429125,sand,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2429125,sand,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2429125,sand,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2429125,sand,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2509314,train,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2509314,train,vlm_q_only_qwen2.5VL,TRUE,1,0,1,FALSE
2509314,train,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2513129,bag,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2513129,bag,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2513130,bag,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2513130,bag,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2513132,bag,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2513132,bag,vlm_q_only_qwen2.5VL,TRUE,1,0,1,FALSE
2513132,bag,vlm_text_qwen2.5VL,TRUE,1,0,1,FALSE
2513890,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2513890,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2513890,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2513890,giraffe,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2513890,giraffe,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2513890,giraffe,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2513892,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
2513892,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2513892,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,3,0,0,FALSE
2513892,giraffe,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2513892,giraffe,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2513892,giraffe,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2513926,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2513926,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2513926,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,3,0,0,FALSE
2513926,giraffe,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2513926,giraffe,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
2513926,giraffe,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
2513926,giraffe,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2513926,giraffe,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2513926,giraffe,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2513952,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2513952,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2513952,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,3,0,0,FALSE
2513952,giraffe,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2513952,giraffe,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2513952,giraffe,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2521274,fence,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2521274,fence,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
2521312,bag,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2521312,bag,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2521312,bag,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2521314,bag,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2521314,bag,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2550854,skateboard,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2550854,skateboard,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2550854,skateboard,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2550854,skateboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2550858,skateboard,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2550858,skateboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2553964,zebra,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2553964,zebra,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2553964,zebra,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
2553964,zebra,lm_Qwen2.5_7B_Instruct,TRUE,4,1,0,FALSE
2553964,zebra,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2553964,zebra,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2553964,zebra,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2553964,zebra,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2553966,zebra,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2553966,zebra,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2553966,zebra,lm_Qwen2.5_7B_Instruct,TRUE,3,0,0,FALSE
2553966,zebra,lm_Qwen2.5_7B_Instruct,TRUE,4,1,0,FALSE
2553966,zebra,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2553966,zebra,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2553966,zebra,vlm_text_qwen2.5VL,TRUE,3,0,1,FALSE
2553966,zebra,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2591016,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2591016,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2591016,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2591016,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
2591016,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2591016,cat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2591016,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2591016,cat,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2591018,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
2591018,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
2591018,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2591018,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
2591018,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2591018,cat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2591018,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2591018,cat,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2632619,airplane,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2632619,airplane,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2653675,hat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2653675,hat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2653675,hat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2653675,hat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2653676,hat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2653676,hat,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
2653676,hat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2653676,hat,vlm_text_qwen2.5VL,TRUE,2,0,1,FALSE
2653677,hat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
2653677,hat,lm_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
2653677,hat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2653677,hat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2653679,hat,vlm_text_qwen2.5VL,TRUE,1,0,1,FALSE
2653679,hat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2653680,hat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2653680,hat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2653680,hat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2653680,hat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2653681,hat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2653681,hat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2653681,hat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2653681,hat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2672008,helmet,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2672008,helmet,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
2672008,helmet,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2672008,helmet,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
2672010,helmet,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2672010,helmet,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2672010,helmet,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2672010,helmet,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2672010,helmet,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2672010,helmet,vlm_q_only_qwen2.5VL,TRUE,2,1,0,FALSE
2672010,helmet,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2672010,helmet,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2703772,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2703772,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2703772,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2703772,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
2703772,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2703772,dog,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2703772,dog,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2703772,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2703773,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2703773,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2703773,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
2703773,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
2703773,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2703773,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2703773,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
2703773,dog,lm_q_only_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
2703773,dog,vlm_q_only_qwen2.5VL,TRUE,1,0,1,FALSE
2703773,dog,vlm_q_only_qwen2.5VL,TRUE,2,1,0,FALSE
2703773,dog,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
2703773,dog,vlm_q_only_qwen2.5VL,TRUE,4,1,1,TRUE
2703773,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2703773,dog,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2703773,dog,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2703773,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2703777,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2703777,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
2703777,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
2703777,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
2703777,dog,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
2703777,dog,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
2703777,dog,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
2703777,dog,vlm_q_only_qwen2.5VL,TRUE,4,1,1,TRUE
2703777,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
2703777,dog,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
2703777,dog,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
2703777,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
2703778,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
2703778,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
