item,category_id,parent_id,category,parent,phrasing_id,question,category_item,parent_item
352,38,1,bat,club,4,Is it true that a bat is a type of club?,bat,club
353,38,2,bat,stick,1,Is it true that bats are sticks?,bats,sticks
354,38,2,bat,stick,2,Is it true that a bat is a stick?,bat,stick
355,38,2,bat,stick,3,Is it true that bats are a type of stick?,bats,stick
356,38,2,bat,stick,4,Is it true that a bat is a type of stick?,bat,stick
357,39,1,gun,weapon,1,Is it true that guns are weapons?,guns,weapons
358,39,1,gun,weapon,2,Is it true that a gun is a weapon?,gun,weapon
359,39,1,gun,weapon,3,Is it true that guns are a type of weapon?,guns,weapon
360,39,1,gun,weapon,4,Is it true that a gun is a type of weapon?,gun,weapon
361,40,1,biker,traveler,1,Is it true that bikers are travelers?,bikers,travelers
362,40,1,biker,traveler,2,Is it true that a biker is a traveler?,biker,traveler
363,40,1,biker,traveler,3,Is it true that bikers are a type of traveler?,bikers,traveler
364,40,1,biker,traveler,4,Is it true that a biker is a type of traveler?,biker,traveler
365,40,2,biker,person,1,Is it true that bikers are people?,bikers,people
366,40,2,biker,person,2,Is it true that a biker is a person?,biker,person
367,40,2,biker,person,3,Is it true that bikers are a type of person?,bikers,person
368,40,2,biker,person,4,Is it true that a biker is a type of person?,biker,person
369,41,1,towel,piece of cloth,1,Is it true that towels are pieces of cloth?,towels,pieces of cloth
370,41,1,towel,piece of cloth,2,Is it true that a towel is a piece of cloth?,towel,piece of cloth
371,41,1,towel,piece of cloth,3,Is it true that towels are a type of piece of cloth?,towels,piece of cloth
372,41,1,towel,piece of cloth,4,Is it true that a towel is a type of piece of cloth?,towel,piece of cloth
373,41,2,towel,clothing,1,Is it true that towels are clothing?,towels,clothing
374,41,2,towel,clothing,2,Is it true that a towel is clothing?,towel,clothing
375,41,2,towel,clothing,3,Is it true that towels are a type of clothing?,towels,clothing
376,41,2,towel,clothing,4,Is it true that a towel is a type of clothing?,towel,clothing
377,42,1,milk,beverage,1,Is it true that milks are beverages?,milks,beverages
378,42,1,milk,beverage,2,Is it true that milk is a beverage?,milk,beverage
379,42,1,milk,beverage,3,Is it true that milks are a type of beverage?,milks,beverage
380,42,1,milk,beverage,4,Is it true that milk is a type of beverage?,milk,beverage
381,43,1,sandwich,food,1,Is it true that sandwiches are foods?,sandwiches,foods
382,43,1,sandwich,food,2,Is it true that a sandwich is food?,sandwich,food
383,43,1,sandwich,food,3,Is it true that sandwiches are a type of food?,sandwiches,food
384,43,1,sandwich,food,4,Is it true that a sandwich is a type of food?,sandwich,food
385,44,1,keyboard,electronic device,1,Is it true that keyboards are electronic devices?,keyboards,electronic devices
386,44,1,keyboard,electronic device,2,Is it true that a keyboard is an electronic device?,keyboard,electronic device
387,44,1,keyboard,electronic device,3,Is it true that keyboards are a type of electronic device?,keyboards,electronic device
388,44,1,keyboard,electronic device,4,Is it true that a keyboard is a type of electronic device?,keyboard,electronic device
389,44,2,keyboard,device,1,Is it true that keyboards are devices?,keyboards,devices
390,44,2,keyboard,device,2,Is it true that a keyboard is a device?,keyboard,device
391,44,2,keyboard,device,3,Is it true that keyboards are a type of device?,keyboards,device
392,44,2,keyboard,device,4,Is it true that a keyboard is a type of device?,keyboard,device
393,45,1,snowboard,board,1,Is it true that snowboards are boards?,snowboards,boards
394,45,1,snowboard,board,2,Is it true that a snowboard is a board?,snowboard,board
395,45,1,snowboard,board,3,Is it true that snowboards are a type of board?,snowboards,board
396,45,1,snowboard,board,4,Is it true that a snowboard is a type of board?,snowboard,board
397,46,1,blanket,bedding,1,Is it true that blankets are bedding?,blankets,bedding
398,46,1,blanket,bedding,2,Is it true that a blanket is bedding?,blanket,bedding
399,46,1,blanket,bedding,3,Is it true that blankets are a type of bedding?,blankets,bedding
400,46,1,blanket,bedding,4,Is it true that a blanket is a type of bedding?,blanket,bedding
401,46,2,blanket,covering,1,Is it true that blankets are coverings?,blankets,coverings
402,46,2,blanket,covering,2,Is it true that a blanket is a covering?,blanket,covering
403,46,2,blanket,covering,3,Is it true that blankets are a type of covering?,blankets,covering
404,46,2,blanket,covering,4,Is it true that a blanket is a type of covering?,blanket,covering
405,47,1,table,furniture,1,Is it true that tables are furniture?,tables,furniture
406,47,1,table,furniture,2,Is it true that a table is furniture?,table,furniture
407,47,1,table,furniture,3,Is it true that tables are a type of furniture?,tables,furniture
408,47,1,table,furniture,4,Is it true that a table is a type of furniture?,table,furniture
409,48,1,hat,headgear,1,Is it true that hats are headgear?,hats,headgear
410,48,1,hat,headgear,2,Is it true that a hat is headgear?,hat,headgear
411,48,1,hat,headgear,3,Is it true that hats are a type of headgear?,hats,headgear
412,48,1,hat,headgear,4,Is it true that a hat is a type of headgear?,hat,headgear
413,48,2,hat,covering,1,Is it true that hats are coverings?,hats,coverings
414,48,2,hat,covering,2,Is it true that a hat is a covering?,hat,covering
415,48,2,hat,covering,3,Is it true that hats are a type of covering?,hats,covering
416,48,2,hat,covering,4,Is it true that a hat is a type of covering?,hat,covering
417,49,1,snowboarder,person,1,Is it true that snowboarders are people?,snowboarders,people
418,49,1,snowboarder,person,2,Is it true that a snowboarder is a person?,snowboarder,person
419,49,1,snowboarder,person,3,Is it true that snowboarders are a type of person?,snowboarders,person
420,49,1,snowboarder,person,4,Is it true that a snowboarder is a type of person?,snowboarder,person
421,50,1,guitar,stringed instrument,1,Is it true that guitars are stringed instruments?,guitars,stringed instruments
422,50,1,guitar,stringed instrument,2,Is it true that a guitar is stringed instruments?,guitar,stringed instruments
423,50,1,guitar,stringed instrument,3,Is it true that guitars are a type of stringed instrument?,guitars,stringed instrument
424,50,1,guitar,stringed instrument,4,Is it true that a guitar is a type of stringed instrument?,guitar,stringed instrument
425,50,2,guitar,musical instrument,1,Is it true that guitars are musical instruments?,guitars,musical instruments
426,50,2,guitar,musical instrument,2,Is it true that a guitar is a musical instrument?,guitar,musical instrument
427,50,2,guitar,musical instrument,3,Is it true that guitars are a type of musical instrument?,guitars,musical instrument
428,50,2,guitar,musical instrument,4,Is it true that a guitar is a type of musical instrument?,guitar,musical instrument
429,50,3,guitar,device,1,Is it true that guitars are devices?,guitars,devices
430,50,3,guitar,device,2,Is it true that a guitar is a device?,guitar,device
431,50,3,guitar,device,3,Is it true that guitars are a type of device?,guitars,device
432,50,3,guitar,device,4,Is it true that a guitar is a type of device?,guitar,device
433,51,1,bed,bedroom furniture,1,Is it true that beds are bedroom furniture?,beds,bedroom furniture
434,51,1,bed,bedroom furniture,2,Is it true that a bed is bedroom furniture?,bed,bedroom furniture
435,51,1,bed,bedroom furniture,3,Is it true that beds are a type of bedroom furniture?,beds,bedroom furniture
436,51,1,bed,bedroom furniture,4,Is it true that a bed is a type of bedroom furniture?,bed,bedroom furniture
437,51,2,bed,furniture,1,Is it true that beds are furniture?,beds,furniture
438,51,2,bed,furniture,2,Is it true that a bed is furniture?,bed,furniture
439,51,2,bed,furniture,3,Is it true that beds are a type of furniture?,beds,furniture
440,51,2,bed,furniture,4,Is it true that a bed is a type of furniture?,bed,furniture
441,52,1,banana,fruit,1,Is it true that bananas are fruits?,bananas,fruits
442,52,1,banana,fruit,2,Is it true that a banana is a fruit?,banana,fruit
443,52,1,banana,fruit,3,Is it true that bananas are a type of fruit?,bananas,fruit
444,52,1,banana,fruit,4,Is it true that a banana is a type of fruit?,banana,fruit
445,52,2,banana,food,1,Is it true that bananas are foods?,bananas,foods
446,52,2,banana,food,2,Is it true that a banana is food?,banana,food
447,52,2,banana,food,3,Is it true that bananas are a type of food?,bananas,food
448,52,2,banana,food,4,Is it true that a banana is a type of food?,banana,food
449,53,1,cup,container,1,Is it true that cups are containers?,cups,containers
450,53,1,cup,container,2,Is it true that a cup is a container?,cup,container
451,53,1,cup,container,3,Is it true that cups are a type of container?,cups,container
452,53,1,cup,container,4,Is it true that a cup is a type of container?,cup,container
453,54,1,wine,alcohol,1,Is it true that wines are alcohol?,wines,alcohol
454,54,1,wine,alcohol,2,Is it true that a wine is alcohol?,wine,alcohol
455,54,1,wine,alcohol,3,Is it true that wines are a type of alcohol?,wines,alcohol
456,54,1,wine,alcohol,4,Is it true that a wine is a type of alcohol?,wine,alcohol
457,54,2,wine,beverage,1,Is it true that wines are beverages?,wines,beverages
458,54,2,wine,beverage,2,Is it true that a wine is a beverage?,wine,beverage
459,54,2,wine,beverage,3,Is it true that wines are a type of beverage?,wines,beverage
460,54,2,wine,beverage,4,Is it true that a wine is a type of beverage?,wine,beverage
461,55,1,phone,electronic device,1,Is it true that phones are electronic devices?,phones,electronic devices
462,55,1,phone,electronic device,2,Is it true that a phone is an electronic device?,phone,electronic device
463,55,1,phone,electronic device,3,Is it true that phones are a type of electronic device?,phones,electronic device
464,55,1,phone,electronic device,4,Is it true that a phone is a type of electronic device?,phone,electronic device
465,55,2,phone,device,1,Is it true that phones are devices?,phones,devices
466,55,2,phone,device,2,Is it true that a phone is a device?,phone,device
467,55,2,phone,device,3,Is it true that phones are a type of device?,phones,device
468,55,2,phone,device,4,Is it true that a phone is a type of device?,phone,device
469,56,1,zebra,equine,1,Is it true that zebras are equines?,zebras,equines
470,56,1,zebra,equine,2,Is it true that a zebra is an equine?,zebra,equine
471,56,1,zebra,equine,3,Is it true that zebras are a type of equine?,zebras,equine
472,56,1,zebra,equine,4,Is it true that a zebra is a type of equine?,zebra,equine
473,56,2,zebra,mammal,1,Is it true that zebras are mammals?,zebras,mammals
474,56,2,zebra,mammal,2,Is it true that a zebra is a mammal?,zebra,mammal
475,56,2,zebra,mammal,3,Is it true that zebras are a type of mammal?,zebras,mammal
476,56,2,zebra,mammal,4,Is it true that a zebra is a type of mammal?,zebra,mammal
477,56,3,zebra,vertebrate,1,Is it true that zebras are vertebrates?,zebras,vertebrates
478,56,3,zebra,vertebrate,2,Is it true that a zebra is a vertebrate?,zebra,vertebrate
479,56,3,zebra,vertebrate,3,Is it true that zebras are a type of vertebrate?,zebras,vertebrate
480,56,3,zebra,vertebrate,4,Is it true that a zebra is a type of vertebrate?,zebra,vertebrate
481,56,4,zebra,animal,1,Is it true that zebras are animals?,zebras,animals
482,56,4,zebra,animal,2,Is it true that a zebra is an animal?,zebra,animal
483,56,4,zebra,animal,3,Is it true that zebras are a type of animal?,zebras,animal
484,56,4,zebra,animal,4,Is it true that a zebra is a type of animal?,zebra,animal
485,57,1,dishwasher,home appliance,1,Is it true that dishwashers are home appliances?,dishwashers,home appliances
486,57,1,dishwasher,home appliance,2,Is it true that a dishwasher is a home appliance?,dishwasher,home appliance
487,57,1,dishwasher,home appliance,3,Is it true that dishwashers are a type of home appliance?,dishwashers,home appliance
488,57,1,dishwasher,home appliance,4,Is it true that a dishwasher is a type of home appliance?,dishwasher,home appliance
489,57,2,dishwasher,appliance,1,Is it true that dishwashers are appliances?,dishwashers,appliances
490,57,2,dishwasher,appliance,2,Is it true that a dishwasher is an appliance?,dishwasher,appliance
491,57,2,dishwasher,appliance,3,Is it true that dishwashers are a type of appliance?,dishwashers,appliance
492,57,2,dishwasher,appliance,4,Is it true that a dishwasher is a type of appliance?,dishwasher,appliance
493,58,1,cyclist,rider,1,Is it true that cyclists are riders?,cyclists,riders
494,58,1,cyclist,rider,2,Is it true that a cyclist is a rider?,cyclist,rider
495,58,1,cyclist,rider,3,Is it true that cyclists are a type of rider?,cyclists,rider
496,58,1,cyclist,rider,4,Is it true that a cyclist is a type of rider?,cyclist,rider
497,58,2,cyclist,traveler,1,Is it true that cyclists are travelers?,cyclists,travelers
498,58,2,cyclist,traveler,2,Is it true that a cyclist is a traveler?,cyclist,traveler
499,58,2,cyclist,traveler,3,Is it true that cyclists are a type of traveler?,cyclists,traveler
500,58,2,cyclist,traveler,4,Is it true that a cyclist is a type of traveler?,cyclist,traveler
501,58,3,cyclist,person,1,Is it true that cyclists are people?,cyclists,people
502,58,3,cyclist,person,2,Is it true that a cyclist is a person?,cyclist,person
503,58,3,cyclist,person,3,Is it true that cyclists are a type of person?,cyclists,person
504,58,3,cyclist,person,4,Is it true that a cyclist is a type of person?,cyclist,person
505,59,1,lettuce,salad green,1,Is it true that lettuces are salad greens?,lettuces,salad greens
506,59,1,lettuce,salad green,2,Is it true that a lettuce is salad greens?,lettuce,salad greens
507,59,1,lettuce,salad green,3,Is it true that lettuces are a type of salad green?,lettuces,salad green
508,59,1,lettuce,salad green,4,Is it true that a lettuce is a type of salad green?,lettuce,salad green
509,59,2,lettuce,vegetable,1,Is it true that lettuces are vegetables?,lettuces,vegetables
510,59,2,lettuce,vegetable,2,Is it true that a lettuce is a vegetable?,lettuce,vegetable
511,59,2,lettuce,vegetable,3,Is it true that lettuces are a type of vegetable?,lettuces,vegetable
512,59,2,lettuce,vegetable,4,Is it true that a lettuce is a type of vegetable?,lettuce,vegetable
513,59,3,lettuce,produce,1,Is it true that lettuces are produce?,lettuces,produce
514,59,3,lettuce,produce,2,Is it true that a lettuce is produce?,lettuce,produce
515,59,3,lettuce,produce,3,Is it true that lettuces are a type of produce?,lettuces,produce
516,59,3,lettuce,produce,4,Is it true that a lettuce is a type of produce?,lettuce,produce
517,59,4,lettuce,food,1,Is it true that lettuces are foods?,lettuces,foods
518,59,4,lettuce,food,2,Is it true that a lettuce is food?,lettuce,food
519,59,4,lettuce,food,3,Is it true that lettuces are a type of food?,lettuces,food
520,59,4,lettuce,food,4,Is it true that a lettuce is a type of food?,lettuce,food
521,60,1,child,person,1,Is it true that children are people?,children,people
522,60,1,child,person,2,Is it true that a child is a person?,child,person
523,60,1,child,person,3,Is it true that children are a type of person?,children,person
524,60,1,child,person,4,Is it true that a child is a type of person?,child,person
525,61,1,strawberry,berry,1,Is it true that strawberries are berries?,strawberries,berries
526,61,1,strawberry,berry,2,Is it true that a strawberry is a berry?,strawberry,berry
527,61,1,strawberry,berry,3,Is it true that strawberries are a type of berry?,strawberries,berry
528,61,1,strawberry,berry,4,Is it true that a strawberry is a type of berry?,strawberry,berry
529,61,2,strawberry,fruit,1,Is it true that strawberries are fruits?,strawberries,fruits
530,61,2,strawberry,fruit,2,Is it true that a strawberry is a fruit?,strawberry,fruit
531,61,2,strawberry,fruit,3,Is it true that strawberries are a type of fruit?,strawberries,fruit
532,61,2,strawberry,fruit,4,Is it true that a strawberry is a type of fruit?,strawberry,fruit
533,61,3,strawberry,food,1,Is it true that strawberries are foods?,strawberries,foods
534,61,3,strawberry,food,2,Is it true that a strawberry is food?,strawberry,food
535,61,3,strawberry,food,3,Is it true that strawberries are a type of food?,strawberries,food
536,61,3,strawberry,food,4,Is it true that a strawberry is a type of food?,strawberry,food
537,62,1,coat,garment,1,Is it true that coats are garments?,coats,garments
538,62,1,coat,garment,2,Is it true that a coat is garments?,coat,garments
539,62,1,coat,garment,3,Is it true that coats are a type of garment?,coats,garment
540,62,1,coat,garment,4,Is it true that a coat is a type of garment?,coat,garment
541,62,2,coat,clothing,1,Is it true that coats are clothing?,coats,clothing
542,62,2,coat,clothing,2,Is it true that a coat is clothing?,coat,clothing
543,62,2,coat,clothing,3,Is it true that coats are a type of clothing?,coats,clothing
544,62,2,coat,clothing,4,Is it true that a coat is a type of clothing?,coat,clothing
545,63,1,surfboard,board,1,Is it true that surfboards are boards?,surfboards,boards
546,63,1,surfboard,board,2,Is it true that a surfboard is a board?,surfboard,board
547,63,1,surfboard,board,3,Is it true that surfboards are a type of board?,surfboards,board
548,63,1,surfboard,board,4,Is it true that a surfboard is a type of board?,surfboard,board
549,64,1,coffee,beverage,1,Is it true that coffees are beverages?,coffees,beverages
550,64,1,coffee,beverage,2,Is it true that coffee is a beverage?,coffee,beverage
551,64,1,coffee,beverage,3,Is it true that coffees are a type of beverage?,coffees,beverage
552,64,1,coffee,beverage,4,Is it true that coffee is a type of beverage?,coffee,beverage
553,65,1,pizza,food,1,Is it true that pizzas are foods?,pizzas,foods
554,65,1,pizza,food,2,Is it true that a pizza is food?,pizza,food
555,65,1,pizza,food,3,Is it true that pizzas are a type of food?,pizzas,food
556,65,1,pizza,food,4,Is it true that a pizza is a type of food?,pizza,food
557,66,1,meat,food,1,Is it true that meats are foods?,meats,foods
558,66,1,meat,food,2,Is it true that meat is food?,meat,food
559,66,1,meat,food,3,Is it true that meats are a type of food?,meats,food
560,66,1,meat,food,4,Is it true that meat is a type of food?,meat,food
561,67,1,kettle,kitchen utensil,1,Is it true that kettles are kitchen utensils?,kettles,kitchen utensils
562,67,1,kettle,kitchen utensil,2,Is it true that a kettle is a kitchen utensil?,kettle,kitchen utensil
563,67,1,kettle,kitchen utensil,3,Is it true that kettles are a type of kitchen utensil?,kettles,kitchen utensil
564,67,1,kettle,kitchen utensil,4,Is it true that a kettle is a type of kitchen utensil?,kettle,kitchen utensil
565,67,2,kettle,utensil,1,Is it true that kettles are utensils?,kettles,utensils
566,67,2,kettle,utensil,2,Is it true that a kettle is a utensil?,kettle,utensil
567,67,2,kettle,utensil,3,Is it true that kettles are a type of utensil?,kettles,utensil
568,67,2,kettle,utensil,4,Is it true that a kettle is a type of utensil?,kettle,utensil
569,68,1,tea,beverage,1,Is it true that teas are beverages?,teas,beverages
570,68,1,tea,beverage,2,Is it true that tea is a beverage?,tea,beverage
571,68,1,tea,beverage,3,Is it true that teas are a type of beverage?,teas,beverage
572,68,1,tea,beverage,4,Is it true that tea is a type of beverage?,tea,beverage
573,69,1,skateboard,board,1,Is it true that skateboards are boards?,skateboards,boards
574,69,1,skateboard,board,2,Is it true that a skateboard is a board?,skateboard,board
575,69,1,skateboard,board,3,Is it true that skateboards are a type of board?,skateboards,board
576,69,1,skateboard,board,4,Is it true that a skateboard is a type of board?,skateboard,board
577,70,1,microwave,kitchen appliance,1,Is it true that microwaves are kitchen appliances?,microwaves,kitchen appliances
578,70,1,microwave,kitchen appliance,2,Is it true that a microwave is a kitchen appliance?,microwave,kitchen appliance
579,70,1,microwave,kitchen appliance,3,Is it true that microwaves are a type of kitchen appliance?,microwaves,kitchen appliance
580,70,1,microwave,kitchen appliance,4,Is it true that a microwave is a type of kitchen appliance?,microwave,kitchen appliance
581,70,2,microwave,home appliance,1,Is it true that microwaves are home appliances?,microwaves,home appliances
582,70,2,microwave,home appliance,2,Is it true that a microwave is a home appliance?,microwave,home appliance
583,70,2,microwave,home appliance,3,Is it true that microwaves are a type of home appliance?,microwaves,home appliance
584,70,2,microwave,home appliance,4,Is it true that a microwave is a type of home appliance?,microwave,home appliance
585,70,3,microwave,appliance,1,Is it true that microwaves are appliances?,microwaves,appliances
586,70,3,microwave,appliance,2,Is it true that a microwave is an appliance?,microwave,appliance
587,70,3,microwave,appliance,3,Is it true that microwaves are a type of appliance?,microwaves,appliance
588,70,3,microwave,appliance,4,Is it true that a microwave is a type of appliance?,microwave,appliance
589,71,1,piano,keyboard instrument,1,Is it true that pianos are keyboard instruments?,pianos,keyboard instruments
590,71,1,piano,keyboard instrument,2,Is it true that a piano is a keyboard instrument?,piano,keyboard instrument
591,71,1,piano,keyboard instrument,3,Is it true that pianos are a type of keyboard instrument?,pianos,keyboard instrument
592,71,1,piano,keyboard instrument,4,Is it true that a piano is a type of keyboard instrument?,piano,keyboard instrument
593,71,2,piano,musical instrument,1,Is it true that pianos are musical instruments?,pianos,musical instruments
594,71,2,piano,musical instrument,2,Is it true that a piano is a musical instrument?,piano,musical instrument
595,71,2,piano,musical instrument,3,Is it true that pianos are a type of musical instrument?,pianos,musical instrument
596,71,2,piano,musical instrument,4,Is it true that a piano is a type of musical instrument?,piano,musical instrument
597,71,3,piano,device,1,Is it true that pianos are devices?,pianos,devices
598,71,3,piano,device,2,Is it true that a piano is a device?,piano,device
599,71,3,piano,device,3,Is it true that pianos are a type of device?,pianos,device
600,71,3,piano,device,4,Is it true that a piano is a type of device?,piano,device
601,72,1,train,vehicle,1,Is it true that trains are vehicles?,trains,vehicles
602,72,1,train,vehicle,2,Is it true that a train is a vehicle?,train,vehicle
603,72,1,train,vehicle,3,Is it true that trains are a type of vehicle?,trains,vehicle
604,72,1,train,vehicle,4,Is it true that a train is a type of vehicle?,train,vehicle
605,73,1,donut,baked good,1,Is it true that donuts are baked goods?,donuts,baked goods
606,73,1,donut,baked good,2,Is it true that a donut is baked goods?,donut,baked goods
607,73,1,donut,baked good,3,Is it true that donuts are a type of baked good?,donuts,baked good
608,73,1,donut,baked good,4,Is it true that a donut is a type of baked good?,donut,baked good
609,73,2,donut,food,1,Is it true that donuts are foods?,donuts,foods
610,73,2,donut,food,2,Is it true that a donut is food?,donut,food
611,73,2,donut,food,3,Is it true that donuts are a type of food?,donuts,food
612,73,2,donut,food,4,Is it true that a donut is a type of food?,donut,food
613,74,1,lamp,furniture,1,Is it true that lamps are furniture?,lamps,furniture
614,74,1,lamp,furniture,2,Is it true that a lamp is furniture?,lamp,furniture
615,74,1,lamp,furniture,3,Is it true that lamps are a type of furniture?,lamps,furniture
616,74,1,lamp,furniture,4,Is it true that a lamp is a type of furniture?,lamp,furniture
617,75,1,elephant,mammal,1,Is it true that elephants are mammals?,elephants,mammals
618,75,1,elephant,mammal,2,Is it true that an elephant is a mammal?,elephant,mammal
619,75,1,elephant,mammal,3,Is it true that elephants are a type of mammal?,elephants,mammal
620,75,1,elephant,mammal,4,Is it true that an elephant is a type of mammal?,elephant,mammal
621,75,2,elephant,vertebrate,1,Is it true that elephants are vertebrates?,elephants,vertebrates
622,75,2,elephant,vertebrate,2,Is it true that an elephant is a vertebrate?,elephant,vertebrate
623,75,2,elephant,vertebrate,3,Is it true that elephants are a type of vertebrate?,elephants,vertebrate
624,75,2,elephant,vertebrate,4,Is it true that an elephant is a type of vertebrate?,elephant,vertebrate
625,75,3,elephant,animal,1,Is it true that elephants are animals?,elephants,animals
626,75,3,elephant,animal,2,Is it true that an elephant is an animal?,elephant,animal
627,75,3,elephant,animal,3,Is it true that elephants are a type of animal?,elephants,animal
628,75,3,elephant,animal,4,Is it true that an elephant is a type of animal?,elephant,animal
629,76,1,skateboarder,athlete,1,Is it true that skateboarders are athletes?,skateboarders,athletes
630,76,1,skateboarder,athlete,2,Is it true that a skateboarder is an athelete?,skateboarder,athelete
631,76,1,skateboarder,athlete,3,Is it true that skateboarders are a type of athlete?,skateboarders,athlete
632,76,1,skateboarder,athlete,4,Is it true that a skateboarder is a type of athlete?,skateboarder,athlete
633,76,2,skateboarder,person,1,Is it true that skateboarders are people?,skateboarders,people
634,76,2,skateboarder,person,2,Is it true that a skateboarder is a person?,skateboarder,person
635,76,2,skateboarder,person,3,Is it true that skateboarders are a type of person?,skateboarders,person
636,76,2,skateboarder,person,4,Is it true that a skateboarder is a type of person?,skateboarder,person
637,77,1,bicycle,wheeled vehicle,1,Is it true that bicycles are wheeled vehicles?,bicycles,wheeled vehicles
638,77,1,bicycle,wheeled vehicle,2,Is it true that a bicycle is a wheeled vehicle?,bicycle,wheeled vehicle
639,77,1,bicycle,wheeled vehicle,3,Is it true that bicycles are a type of wheeled vehicle?,bicycles,wheeled vehicle
640,77,1,bicycle,wheeled vehicle,4,Is it true that a bicycle is a type of wheeled vehicle?,bicycle,wheeled vehicle
641,77,2,bicycle,vehicle,1,Is it true that bicycles are vehicles?,bicycles,vehicles
642,77,2,bicycle,vehicle,2,Is it true that a bicycle is a vehicle?,bicycle,vehicle
643,77,2,bicycle,vehicle,3,Is it true that bicycles are a type of vehicle?,bicycles,vehicle
644,77,2,bicycle,vehicle,4,Is it true that a bicycle is a type of vehicle?,bicycle,vehicle
645,78,1,cabinet,furniture,1,Is it true that cabinets are furniture?,cabinets,furniture
646,78,1,cabinet,furniture,2,Is it true that a cabinet is furniture?,cabinet,furniture
647,78,1,cabinet,furniture,3,Is it true that cabinets are a type of furniture?,cabinets,furniture
648,78,1,cabinet,furniture,4,Is it true that a cabinet is a type of furniture?,cabinet,furniture
649,79,1,desk,table,1,Is it true that desks are tables?,desks,tables
650,79,1,desk,table,2,Is it true that a desk is a table?,desk,table
651,79,1,desk,table,3,Is it true that desks are a type of table?,desks,table
652,79,1,desk,table,4,Is it true that a desk is a type of table?,desk,table
653,79,2,desk,furniture,1,Is it true that desks are furniture?,desks,furniture
654,79,2,desk,furniture,2,Is it true that a desk is furniture?,desk,furniture
655,79,2,desk,furniture,3,Is it true that desks are a type of furniture?,desks,furniture
656,79,2,desk,furniture,4,Is it true that a desk is a type of furniture?,desk,furniture
657,80,1,airplane,aircraft,1,Is it true that airplanes are aircrafts?,airplanes,aircrafts
658,80,1,airplane,aircraft,2,Is it true that an airplane is an aircraft?,airplane,aircraft
659,80,1,airplane,aircraft,3,Is it true that airplanes are a type of aircraft?,airplanes,aircraft
660,80,1,airplane,aircraft,4,Is it true that an airplane is a type of aircraft?,airplane,aircraft
661,80,2,airplane,vehicle,1,Is it true that airplanes are vehicles?,airplanes,vehicles
662,80,2,airplane,vehicle,2,Is it true that an airplane is a vehicle?,airplane,vehicle
663,80,2,airplane,vehicle,3,Is it true that airplanes are a type of vehicle?,airplanes,vehicle
664,80,2,airplane,vehicle,4,Is it true that an airplane is a type of vehicle?,airplane,vehicle
665,81,1,dog,canine,1,Is it true that dogs are canines?,dogs,canines
666,81,1,dog,canine,2,Is it true that a dog is a canine?,dog,canine
667,81,1,dog,canine,3,Is it true that dogs are a type of canine?,dogs,canine
668,81,1,dog,canine,4,Is it true that a dog is a type of canine?,dog,canine
669,81,2,dog,mammal,1,Is it true that dogs are mammals?,dogs,mammals
670,81,2,dog,mammal,2,Is it true that a dog is a mammal?,dog,mammal
671,81,2,dog,mammal,3,Is it true that dogs are a type of mammal?,dogs,mammal
672,81,2,dog,mammal,4,Is it true that a dog is a type of mammal?,dog,mammal
673,81,3,dog,vertebrate,1,Is it true that dogs are vertebrates?,dogs,vertebrates
674,81,3,dog,vertebrate,2,Is it true that a dog is a vertebrate?,dog,vertebrate
675,81,3,dog,vertebrate,3,Is it true that dogs are a type of vertebrate?,dogs,vertebrate
676,81,3,dog,vertebrate,4,Is it true that a dog is a type of vertebrate?,dog,vertebrate
677,81,4,dog,animal,1,Is it true that dogs are animals?,dogs,animals
678,81,4,dog,animal,2,Is it true that a dog is an animal?,dog,animal
679,81,4,dog,animal,3,Is it true that dogs are a type of animal?,dogs,animal
680,81,4,dog,animal,4,Is it true that a dog is a type of animal?,dog,animal
681,82,1,carrot,root vegetable,1,Is it true that carrots are root vegetables?,carrots,root vegetables
682,82,1,carrot,root vegetable,2,Is it true that a carrot is a root vegetable?,carrot,root vegetable
683,82,1,carrot,root vegetable,3,Is it true that carrots are a type of root vegetable?,carrots,root vegetable
684,82,1,carrot,root vegetable,4,Is it true that a carrot is a type of root vegetable?,carrot,root vegetable
685,82,2,carrot,vegetable,1,Is it true that carrots are vegetables?,carrots,vegetables
686,82,2,carrot,vegetable,2,Is it true that a carrot is a vegetable?,carrot,vegetable
687,82,2,carrot,vegetable,3,Is it true that carrots are a type of vegetable?,carrots,vegetable
688,82,2,carrot,vegetable,4,Is it true that a carrot is a type of vegetable?,carrot,vegetable
689,82,3,carrot,produce,1,Is it true that carrots are produce?,carrots,produce
690,82,3,carrot,produce,2,Is it true that a carrot is produce?,carrot,produce
691,82,3,carrot,produce,3,Is it true that carrots are a type of produce?,carrots,produce
692,82,3,carrot,produce,4,Is it true that a carrot is a type of produce?,carrot,produce
693,82,4,carrot,food,1,Is it true that carrots are foods?,carrots,foods
694,82,4,carrot,food,2,Is it true that a carrot is food?,carrot,food
695,82,4,carrot,food,3,Is it true that carrots are a type of food?,carrots,food
696,82,4,carrot,food,4,Is it true that a carrot is a type of food?,carrot,food
697,83,1,soap,toiletry,1,Is it true that soaps are toiletries?,soaps,toiletries
698,83,1,soap,toiletry,2,Is it true that a soap is a toiletry?,soap,toiletry
699,83,1,soap,toiletry,3,Is it true that soaps are a type of toiletry?,soaps,toiletry
700,83,1,soap,toiletry,4,Is it true that a soap is a type of toiletry?,soap,toiletry
