item,category_id,parent_id,ns_id,category,parent,phrasing_id,question,category_item,parent_item
2613,77,1,ns_2,pilot,rod,1,Is it true that pilots are rods?,pilots,rods
2614,77,1,ns_2,pilot,rod,2,Is it true that a pilot is a rod?,pilot,rod
2615,77,1,ns_2,pilot,rod,3,Is it true that pilots are a type of rod?,pilots,rod
2616,77,1,ns_2,pilot,rod,4,Is it true that a pilot is a type of rod?,pilot,rod
2617,77,1,ns_3,pilot,toiletry,1,Is it true that pilots are toiletries?,pilots,toiletries
2618,77,1,ns_3,pilot,toiletry,2,Is it true that a pilot is a toiletry?,pilot,toiletry
2619,77,1,ns_3,pilot,toiletry,3,Is it true that pilots are a type of toiletry?,pilots,toiletry
2620,77,1,ns_3,pilot,toiletry,4,Is it true that a pilot is a type of toiletry?,pilot,toiletry
2621,77,1,ns_4,pilot,bedroom furniture,1,Is it true that pilots are bedroom furniture?,pilots,bedroom furniture
2622,77,1,ns_4,pilot,bedroom furniture,2,Is it true that a pilot is bedroom furniture?,pilot,bedroom furniture
2623,77,1,ns_4,pilot,bedroom furniture,3,Is it true that pilots are a type of bedroom furniture?,pilots,bedroom furniture
2624,77,1,ns_4,pilot,bedroom furniture,4,Is it true that a pilot is a type of bedroom furniture?,pilot,bedroom furniture
2625,78,1,ns_1,jet,percussion instrument,1,Is it true that jets are percurssion instruments?,jets,percurssion instruments
2626,78,1,ns_1,jet,percussion instrument,2,Is it true that a jet is a percussion instrument?,jet,percussion instrument
2627,78,1,ns_1,jet,percussion instrument,3,Is it true that jets are a type of percussion instrument?,jets,percussion instrument
2628,78,1,ns_1,jet,percussion instrument,4,Is it true that a jet is a type of percussion instrument?,jet,percussion instrument
2629,78,1,ns_2,jet,condiment,1,Is it true that jets are condiments?,jets,condiments
2630,78,1,ns_2,jet,condiment,2,Is it true that a jet is a condiment?,jet,condiment
2631,78,1,ns_2,jet,condiment,3,Is it true that jets are a type of condiment?,jets,condiment
2632,78,1,ns_2,jet,condiment,4,Is it true that a jet is a type of condiment?,jet,condiment
2633,78,1,ns_3,jet,keyboard instrument,1,Is it true that jets are keyboard instruments?,jets,keyboard instruments
2634,78,1,ns_3,jet,keyboard instrument,2,Is it true that a jet is a keyboard instrument?,jet,keyboard instrument
2635,78,1,ns_3,jet,keyboard instrument,3,Is it true that jets are a type of keyboard instrument?,jets,keyboard instrument
2636,78,1,ns_3,jet,keyboard instrument,4,Is it true that a jet is a type of keyboard instrument?,jet,keyboard instrument
2637,78,1,ns_4,jet,cutlery,1,Is it true that jets are cutlery?,jets,cutlery
2638,78,1,ns_4,jet,cutlery,2,Is it true that a jet is cutlery?,jet,cutlery
2639,78,1,ns_4,jet,cutlery,3,Is it true that jets are a type of cutlery?,jets,cutlery
2640,78,1,ns_4,jet,cutlery,4,Is it true that a jet is a type of cutlery?,jet,cutlery
2641,78,2,ns_1,jet,bread,1,Is it true that jets are breads?,jets,breads
2642,78,2,ns_1,jet,bread,2,Is it true that a jet is bread?,jet,bread
2643,78,2,ns_1,jet,bread,3,Is it true that jets are a type of bread?,jets,bread
2644,78,2,ns_1,jet,bread,4,Is it true that a jet is a type of bread?,jet,bread
2645,78,2,ns_2,jet,rock,1,Is it true that jets are rocks?,jets,rocks
2646,78,2,ns_2,jet,rock,2,Is it true that a jet is a rock?,jet,rock
2647,78,2,ns_2,jet,rock,3,Is it true that jets are a type of rock?,jets,rock
2648,78,2,ns_2,jet,rock,4,Is it true that a jet is a type of rock?,jet,rock
2649,78,2,ns_3,jet,entrance,1,Is it true that jets are entrances?,jets,entrances
2650,78,2,ns_3,jet,entrance,2,Is it true that a jet is an entrance?,jet,entrance
2651,78,2,ns_3,jet,entrance,3,Is it true that jets are a type of entrance?,jets,entrance
2652,78,2,ns_3,jet,entrance,4,Is it true that a jet is a type of entrance?,jet,entrance
2653,78,2,ns_4,jet,light fixture,1,Is it true that jets are light fixtures?,jets,light fixtures
2654,78,2,ns_4,jet,light fixture,2,Is it true that a jet is a light fixture?,jet,light fixture
2655,78,2,ns_4,jet,light fixture,3,Is it true that jets are a type of light fixture?,jets,light fixture
2656,78,2,ns_4,jet,light fixture,4,Is it true that a jet is a type of light fixture?,jet,light fixture
2657,79,1,ns_1,apron,jewelry,1,Is it true that aprons are jewelries?,aprons,jewelries
2658,79,1,ns_1,apron,jewelry,2,Is it true that an apron is jewelry?,apron,jewelry
2659,79,1,ns_1,apron,jewelry,3,Is it true that aprons are a type of jewelry?,aprons,jewelry
2660,79,1,ns_1,apron,jewelry,4,Is it true that an apron is a type of jewelry?,apron,jewelry
2661,79,1,ns_2,apron,percussion instrument,1,Is it true that aprons are percurssion instruments?,aprons,percurssion instruments
2662,79,1,ns_2,apron,percussion instrument,2,Is it true that an apron is a percussion instrument?,apron,percussion instrument
2663,79,1,ns_2,apron,percussion instrument,3,Is it true that aprons are a type of percussion instrument?,aprons,percussion instrument
2664,79,1,ns_2,apron,percussion instrument,4,Is it true that an apron is a type of percussion instrument?,apron,percussion instrument
2665,79,1,ns_3,apron,covering,1,Is it true that aprons are coverings?,aprons,coverings
2666,79,1,ns_3,apron,covering,2,Is it true that an apron is a covering?,apron,covering
2667,79,1,ns_3,apron,covering,3,Is it true that aprons are a type of covering?,aprons,covering
2668,79,1,ns_3,apron,covering,4,Is it true that an apron is a type of covering?,apron,covering
2669,79,1,ns_4,apron,flatware,1,Is it true that aprons are flatware?,aprons,flatware
2670,79,1,ns_4,apron,flatware,2,Is it true that an apron is flatware?,apron,flatware
2671,79,1,ns_4,apron,flatware,3,Is it true that aprons are a type of flatware?,aprons,flatware
2672,79,1,ns_4,apron,flatware,4,Is it true that an apron is a type of flatware?,apron,flatware
2673,79,2,ns_1,apron,shirt,1,Is it true that aprons are shirts?,aprons,shirts
2674,79,2,ns_1,apron,shirt,2,Is it true that an apron is a shirt?,apron,shirt
2675,79,2,ns_1,apron,shirt,3,Is it true that aprons are a type of shirt?,aprons,shirt
2676,79,2,ns_1,apron,shirt,4,Is it true that an apron is a type of shirt?,apron,shirt
2677,79,2,ns_2,apron,sheet metal,1,Is it true that aprons are sheet metals?,aprons,sheet metals
2678,79,2,ns_2,apron,sheet metal,2,Is it true that an apron is sheet metal?,apron,sheet metal
2679,79,2,ns_2,apron,sheet metal,3,Is it true that aprons are a type of sheet metal?,aprons,sheet metal
2680,79,2,ns_2,apron,sheet metal,4,Is it true that an apron is a type of sheet metal?,apron,sheet metal
2681,79,2,ns_3,apron,sports equipment,1,Is it true that aprons are sports equipment?,aprons,sports equipment
2682,79,2,ns_3,apron,sports equipment,2,Is it true that an apron is sports equipment?,apron,sports equipment
2683,79,2,ns_3,apron,sports equipment,3,Is it true that aprons are a type of sports equipment?,aprons,sports equipment
2684,79,2,ns_3,apron,sports equipment,4,Is it true that an apron is a type of sports equipment?,apron,sports equipment
2685,79,2,ns_4,apron,cleaning tool,1,Is it true that aprons are cleaning tools?,aprons,cleaning tools
2686,79,2,ns_4,apron,cleaning tool,2,Is it true that an apron is a cleaning tool?,apron,cleaning tool
2687,79,2,ns_4,apron,cleaning tool,3,Is it true that aprons are a type of cleaning tool?,aprons,cleaning tool
2688,79,2,ns_4,apron,cleaning tool,4,Is it true that an apron is a type of cleaning tool?,apron,cleaning tool
2689,80,1,ns_1,skirt,baseball equipment,1,Is it true that skirts are baseball equipment?,skirts,baseball equipment
2690,80,1,ns_1,skirt,baseball equipment,2,Is it true that a skirt is baseball equipment?,skirt,baseball equipment
2691,80,1,ns_1,skirt,baseball equipment,3,Is it true that skirts are a type of baseball equipment?,skirts,baseball equipment
2692,80,1,ns_1,skirt,baseball equipment,4,Is it true that a skirt is a type of baseball equipment?,skirt,baseball equipment
2693,80,1,ns_2,skirt,percussion instrument,1,Is it true that skirts are percurssion instruments?,skirts,percurssion instruments
2694,80,1,ns_2,skirt,percussion instrument,2,Is it true that a skirt is a percussion instrument?,skirt,percussion instrument
2695,80,1,ns_2,skirt,percussion instrument,3,Is it true that skirts are a type of percussion instrument?,skirts,percussion instrument
2696,80,1,ns_2,skirt,percussion instrument,4,Is it true that a skirt is a type of percussion instrument?,skirt,percussion instrument
2697,80,1,ns_3,skirt,cattle,1,Is it true that skirts are cattle?,skirts,cattle
2698,80,1,ns_3,skirt,cattle,2,Is it true that a skirt is cattle?,skirt,cattle
2699,80,1,ns_3,skirt,cattle,3,Is it true that skirts are a type of cattle?,skirts,cattle
2700,80,1,ns_3,skirt,cattle,4,Is it true that a skirt is a type of cattle?,skirt,cattle
2701,80,1,ns_4,skirt,bedding,1,Is it true that skirts are bedding?,skirts,bedding
2702,80,1,ns_4,skirt,bedding,2,Is it true that a skirt is bedding?,skirt,bedding
2703,80,1,ns_4,skirt,bedding,3,Is it true that skirts are a type of bedding?,skirts,bedding
2704,80,1,ns_4,skirt,bedding,4,Is it true that a skirt is a type of bedding?,skirt,bedding
2705,81,1,ns_1,water,instrument,1,Is it true that water are instruments?,water,instruments
2706,81,1,ns_1,water,instrument,2,Is it true that water is an instrument?,water,instrument
2707,81,1,ns_1,water,instrument,3,Is it true that water are a type of instrument?,water,instrument
2708,81,1,ns_1,water,instrument,4,Is it true that water is a type of instrument?,water,instrument
2709,81,1,ns_2,water,lake,1,Is it true that water are lakes?,water,lakes
2710,81,1,ns_2,water,lake,2,Is it true that water is a lake?,water,lake
2711,81,1,ns_2,water,lake,3,Is it true that water are a type of lake?,water,lake
2712,81,1,ns_2,water,lake,4,Is it true that water is a type of lake?,water,lake
2713,81,1,ns_3,water,clothing,1,Is it true that water are clothing?,water,clothing
2714,81,1,ns_3,water,clothing,2,Is it true that water is clothing?,water,clothing
2715,81,1,ns_3,water,clothing,3,Is it true that water are a type of clothing?,water,clothing
2716,81,1,ns_3,water,clothing,4,Is it true that water is a type of clothing?,water,clothing
2717,81,1,ns_4,water,woman,1,Is it true that water are women?,water,women
2718,81,1,ns_4,water,woman,2,Is it true that water is a woman?,water,woman
2719,81,1,ns_4,water,woman,3,Is it true that water are a type of woman?,water,woman
2720,81,1,ns_4,water,woman,4,Is it true that water is a type of woman?,water,woman
2721,81,2,ns_1,water,garment,1,Is it true that water are garments?,water,garments
2722,81,2,ns_1,water,garment,2,Is it true that water is garments?,water,garments
2723,81,2,ns_1,water,garment,3,Is it true that water are a type of garment?,water,garment
2724,81,2,ns_1,water,garment,4,Is it true that water is a type of garment?,water,garment
2725,81,2,ns_2,water,vertebrate,1,Is it true that water are vertebrates?,water,vertebrates
2726,81,2,ns_2,water,vertebrate,2,Is it true that water is a vertebrate?,water,vertebrate
2727,81,2,ns_2,water,vertebrate,3,Is it true that water are a type of vertebrate?,water,vertebrate
2728,81,2,ns_2,water,vertebrate,4,Is it true that water is a type of vertebrate?,water,vertebrate
2729,81,2,ns_3,water,plant,1,Is it true that water are plants?,water,plants
2730,81,2,ns_3,water,plant,2,Is it true that water is a plant?,water,plant
2731,81,2,ns_3,water,plant,3,Is it true that water are a type of plant?,water,plant
2732,81,2,ns_3,water,plant,4,Is it true that water is a type of plant?,water,plant
2733,81,2,ns_4,water,rod,1,Is it true that water are rods?,water,rods
2734,81,2,ns_4,water,rod,2,Is it true that water is a rod?,water,rod
2735,81,2,ns_4,water,rod,3,Is it true that water are a type of rod?,water,rod
2736,81,2,ns_4,water,rod,4,Is it true that water is a type of rod?,water,rod
2737,82,1,ns_1,stadium,cat,1,Is it true that stadiums are cats?,stadiums,cats
2738,82,1,ns_1,stadium,cat,2,Is it true that a stadium is a cat?,stadium,cat
2739,82,1,ns_1,stadium,cat,3,Is it true that stadiums are a type of cat?,stadiums,cat
2740,82,1,ns_1,stadium,cat,4,Is it true that a stadium is a type of cat?,stadium,cat
2741,82,1,ns_2,stadium,mixer,1,Is it true that stadiums are mixers?,stadiums,mixers
2742,82,1,ns_2,stadium,mixer,2,Is it true that a stadium is a mixer?,stadium,mixer
2743,82,1,ns_2,stadium,mixer,3,Is it true that stadiums are a type of mixer?,stadiums,mixer
2744,82,1,ns_2,stadium,mixer,4,Is it true that a stadium is a type of mixer?,stadium,mixer
2745,82,1,ns_3,stadium,facility,1,Is it true that stadiums are facilities?,stadiums,facilities
2746,82,1,ns_3,stadium,facility,2,Is it true that a stadium is a facility?,stadium,facility
2747,82,1,ns_3,stadium,facility,3,Is it true that stadiums are a type of facility?,stadiums,facility
2748,82,1,ns_3,stadium,facility,4,Is it true that a stadium is a type of facility?,stadium,facility
2749,82,1,ns_4,stadium,group,1,Is it true that stadiums are groups?,stadiums,groups
2750,82,1,ns_4,stadium,group,2,Is it true that a stadium is a group?,stadium,group
2751,82,1,ns_4,stadium,group,3,Is it true that stadiums are a type of group?,stadiums,group
2752,82,1,ns_4,stadium,group,4,Is it true that a stadium is a type of group?,stadium,group
2753,82,2,ns_1,stadium,sheet metal,1,Is it true that stadiums are sheet metals?,stadiums,sheet metals
2754,82,2,ns_1,stadium,sheet metal,2,Is it true that a stadium is sheet metal?,stadium,sheet metal
2755,82,2,ns_1,stadium,sheet metal,3,Is it true that stadiums are a type of sheet metal?,stadiums,sheet metal
2756,82,2,ns_1,stadium,sheet metal,4,Is it true that a stadium is a type of sheet metal?,stadium,sheet metal
2757,82,2,ns_2,stadium,woman,1,Is it true that stadiums are women?,stadiums,women
2758,82,2,ns_2,stadium,woman,2,Is it true that a stadium is a woman?,stadium,woman
2759,82,2,ns_2,stadium,woman,3,Is it true that stadiums are a type of woman?,stadiums,woman
2760,82,2,ns_2,stadium,woman,4,Is it true that a stadium is a type of woman?,stadium,woman
2761,82,2,ns_3,stadium,tool,1,Is it true that stadiums are tools?,stadiums,tools
2762,82,2,ns_3,stadium,tool,2,Is it true that a stadium is a tool?,stadium,tool
2763,82,2,ns_3,stadium,tool,3,Is it true that stadiums are a type of tool?,stadiums,tool
2764,82,2,ns_3,stadium,tool,4,Is it true that a stadium is a type of tool?,stadium,tool
2765,82,2,ns_4,stadium,rabbit,1,Is it true that stadiums are rabbits?,stadiums,rabbits
2766,82,2,ns_4,stadium,rabbit,2,Is it true that a stadium is a rabbit?,stadium,rabbit
2767,82,2,ns_4,stadium,rabbit,3,Is it true that stadiums are a type of rabbit?,stadiums,rabbit
2768,82,2,ns_4,stadium,rabbit,4,Is it true that a stadium is a type of rabbit?,stadium,rabbit
2769,83,1,ns_1,ornament,liquid,1,Is it true that ornaments are liquids?,ornaments,liquids
2770,83,1,ns_1,ornament,liquid,2,Is it true that an ornament is liquids?,ornament,liquids
2771,83,1,ns_1,ornament,liquid,3,Is it true that ornaments are a type of liquid?,ornaments,liquid
2772,83,1,ns_1,ornament,liquid,4,Is it true that an ornament is a type of liquid?,ornament,liquid
2773,83,1,ns_2,ornament,receptacle,1,Is it true that ornaments are receptacles?,ornaments,receptacles
2774,83,1,ns_2,ornament,receptacle,2,Is it true that an ornament is a receptacle?,ornament,receptacle
2775,83,1,ns_2,ornament,receptacle,3,Is it true that ornaments are a type of receptacle?,ornaments,receptacle
2776,83,1,ns_2,ornament,receptacle,4,Is it true that an ornament is a type of receptacle?,ornament,receptacle
2777,83,1,ns_3,ornament,boat,1,Is it true that ornaments are boats?,ornaments,boats
2778,83,1,ns_3,ornament,boat,2,Is it true that an ornament is a boat?,ornament,boat
2779,83,1,ns_3,ornament,boat,3,Is it true that ornaments are a type of boat?,ornaments,boat
2780,83,1,ns_3,ornament,boat,4,Is it true that an ornament is a type of boat?,ornament,boat
2781,83,1,ns_4,ornament,garment,1,Is it true that ornaments are garments?,ornaments,garments
2782,83,1,ns_4,ornament,garment,2,Is it true that an ornament is garments?,ornament,garments
2783,83,1,ns_4,ornament,garment,3,Is it true that ornaments are a type of garment?,ornaments,garment
2784,83,1,ns_4,ornament,garment,4,Is it true that an ornament is a type of garment?,ornament,garment
2785,84,1,ns_1,cockpit,acoustic device,1,Is it true that cockpits are acoustic devices?,cockpits,acoustic devices
2786,84,1,ns_1,cockpit,acoustic device,2,Is it true that a cockpit is an acoustic device?,cockpit,acoustic device
2787,84,1,ns_1,cockpit,acoustic device,3,Is it true that cockpits are a type of acoustic device?,cockpits,acoustic device
2788,84,1,ns_1,cockpit,acoustic device,4,Is it true that a cockpit is a type of acoustic device?,cockpit,acoustic device
2789,84,1,ns_2,cockpit,garment,1,Is it true that cockpits are garments?,cockpits,garments
2790,84,1,ns_2,cockpit,garment,2,Is it true that a cockpit is garments?,cockpit,garments
2791,84,1,ns_2,cockpit,garment,3,Is it true that cockpits are a type of garment?,cockpits,garment
2792,84,1,ns_2,cockpit,garment,4,Is it true that a cockpit is a type of garment?,cockpit,garment
2793,84,1,ns_3,cockpit,decoration,1,Is it true that cockpits are decorations?,cockpits,decorations
2794,84,1,ns_3,cockpit,decoration,2,Is it true that a cockpit is a decoration?,cockpit,decoration
2795,84,1,ns_3,cockpit,decoration,3,Is it true that cockpits are a type of decoration?,cockpits,decoration
2796,84,1,ns_3,cockpit,decoration,4,Is it true that a cockpit is a type of decoration?,cockpit,decoration
2797,84,1,ns_4,cockpit,coat,1,Is it true that cockpits are coats?,cockpits,coats
2798,84,1,ns_4,cockpit,coat,2,Is it true that a cockpit is a coat?,cockpit,coat
2799,84,1,ns_4,cockpit,coat,3,Is it true that cockpits are a type of coat?,cockpits,coat
2800,84,1,ns_4,cockpit,coat,4,Is it true that a cockpit is a type of coat?,cockpit,coat
2801,84,2,ns_1,cockpit,electrical device,1,Is it true that cockpits are electrical devices?,cockpits,electrical devices
2802,84,2,ns_1,cockpit,electrical device,2,Is it true that a cockpit is an electrical device?,cockpit,electrical device
2803,84,2,ns_1,cockpit,electrical device,3,Is it true that cockpits are a type of electrical device?,cockpits,electrical device
2804,84,2,ns_1,cockpit,electrical device,4,Is it true that a cockpit is a type of electrical device?,cockpit,electrical device
2805,84,2,ns_2,cockpit,art,1,Is it true that cockpits are art?,cockpits,art
2806,84,2,ns_2,cockpit,art,2,Is it true that a cockpit is art?,cockpit,art
2807,84,2,ns_2,cockpit,art,3,Is it true that cockpits are a type of art?,cockpits,art
2808,84,2,ns_2,cockpit,art,4,Is it true that a cockpit is a type of art?,cockpit,art
2809,84,2,ns_3,cockpit,work surface,1,Is it true that cockpits are work surfaces?,cockpits,work surfaces
2810,84,2,ns_3,cockpit,work surface,2,Is it true that a cockpit is a work surface?,cockpit,work surface
2811,84,2,ns_3,cockpit,work surface,3,Is it true that cockpits are a type of work surface?,cockpits,work surface
2812,84,2,ns_3,cockpit,work surface,4,Is it true that a cockpit is a type of work surface?,cockpit,work surface
2813,84,2,ns_4,cockpit,canine,1,Is it true that cockpits are canines?,cockpits,canines
2814,84,2,ns_4,cockpit,canine,2,Is it true that a cockpit is a canine?,cockpit,canine
2815,84,2,ns_4,cockpit,canine,3,Is it true that cockpits are a type of canine?,cockpits,canine
2816,84,2,ns_4,cockpit,canine,4,Is it true that a cockpit is a type of canine?,cockpit,canine
2817,85,1,ns_1,bush,stringed instrument,1,Is it true that bushes are stringed instruments?,bushes,stringed instruments
2818,85,1,ns_1,bush,stringed instrument,2,Is it true that a bush is stringed instruments?,bush,stringed instruments
2819,85,1,ns_1,bush,stringed instrument,3,Is it true that bushes are a type of stringed instrument?,bushes,stringed instrument
2820,85,1,ns_1,bush,stringed instrument,4,Is it true that a bush is a type of stringed instrument?,bush,stringed instrument
2821,85,1,ns_2,bush,table linen,1,Is it true that bushes are table linen?,bushes,table linen
2822,85,1,ns_2,bush,table linen,2,Is it true that a bush is table linen?,bush,table linen
2823,85,1,ns_2,bush,table linen,3,Is it true that bushes are a type of table linen?,bushes,table linen
2824,85,1,ns_2,bush,table linen,4,Is it true that a bush is a type of table linen?,bush,table linen
2825,85,1,ns_3,bush,condiment,1,Is it true that bushes are condiments?,bushes,condiments
2826,85,1,ns_3,bush,condiment,2,Is it true that a bush is a condiment?,bush,condiment
2827,85,1,ns_3,bush,condiment,3,Is it true that bushes are a type of condiment?,bushes,condiment
2828,85,1,ns_3,bush,condiment,4,Is it true that a bush is a type of condiment?,bush,condiment
2829,85,1,ns_4,bush,aquatic bird,1,Is it true that bushes are aquatic birds?,bushes,aquatic birds
2830,85,1,ns_4,bush,aquatic bird,2,Is it true that a bush is an aquatic bird?,bush,aquatic bird
2831,85,1,ns_4,bush,aquatic bird,3,Is it true that bushes are a type of aquatic bird?,bushes,aquatic bird
2832,85,1,ns_4,bush,aquatic bird,4,Is it true that a bush is a type of aquatic bird?,bush,aquatic bird
2833,85,2,ns_1,bush,kitchen appliance,1,Is it true that bushes are kitchen appliances?,bushes,kitchen appliances
2834,85,2,ns_1,bush,kitchen appliance,2,Is it true that a bush is a kitchen appliance?,bush,kitchen appliance
2835,85,2,ns_1,bush,kitchen appliance,3,Is it true that bushes are a type of kitchen appliance?,bushes,kitchen appliance
2836,85,2,ns_1,bush,kitchen appliance,4,Is it true that a bush is a type of kitchen appliance?,bush,kitchen appliance
2837,85,2,ns_2,bush,cat,1,Is it true that bushes are cats?,bushes,cats
2838,85,2,ns_2,bush,cat,2,Is it true that a bush is a cat?,bush,cat
2839,85,2,ns_2,bush,cat,3,Is it true that bushes are a type of cat?,bushes,cat
2840,85,2,ns_2,bush,cat,4,Is it true that a bush is a type of cat?,bush,cat
2841,85,2,ns_3,bush,fodder,1,Is it true that bushes are fodder?,bushes,fodder
2842,85,2,ns_3,bush,fodder,2,Is it true that a bush is fodder?,bush,fodder
2843,85,2,ns_3,bush,fodder,3,Is it true that bushes are a type of fodder?,bushes,fodder
2844,85,2,ns_3,bush,fodder,4,Is it true that a bush is a type of fodder?,bush,fodder
2845,85,2,ns_4,bush,path,1,Is it true that bushes are paths?,bushes,paths
2846,85,2,ns_4,bush,path,2,Is it true that a bush is a path?,bush,path
2847,85,2,ns_4,bush,path,3,Is it true that bushes are a type of path?,bushes,path
2848,85,2,ns_4,bush,path,4,Is it true that a bush is a type of path?,bush,path
2849,86,1,ns_1,pot,measuring instrument,1,Is it true that pots are measuring instruments?,pots,measuring instruments
2850,86,1,ns_1,pot,measuring instrument,2,Is it true that a pot is a measuring instrument?,pot,measuring instrument
2851,86,1,ns_1,pot,measuring instrument,3,Is it true that pots are a type of measuring instrument?,pots,measuring instrument
2852,86,1,ns_1,pot,measuring instrument,4,Is it true that a pot is a type of measuring instrument?,pot,measuring instrument
2853,86,1,ns_2,pot,cattle,1,Is it true that pots are cattle?,pots,cattle
2854,86,1,ns_2,pot,cattle,2,Is it true that a pot is cattle?,pot,cattle
2855,86,1,ns_2,pot,cattle,3,Is it true that pots are a type of cattle?,pots,cattle
2856,86,1,ns_2,pot,cattle,4,Is it true that a pot is a type of cattle?,pot,cattle
2857,86,1,ns_3,pot,electronic device,1,Is it true that pots are electronic devices?,pots,electronic devices
2858,86,1,ns_3,pot,electronic device,2,Is it true that a pot is an electronic device?,pot,electronic device
2859,86,1,ns_3,pot,electronic device,3,Is it true that pots are a type of electronic device?,pots,electronic device
2860,86,1,ns_3,pot,electronic device,4,Is it true that a pot is a type of electronic device?,pot,electronic device
2861,86,1,ns_4,pot,seat,1,Is it true that pots are seats?,pots,seats
2862,86,1,ns_4,pot,seat,2,Is it true that a pot is a seat?,pot,seat
2863,86,1,ns_4,pot,seat,3,Is it true that pots are a type of seat?,pots,seat
2864,86,1,ns_4,pot,seat,4,Is it true that a pot is a type of seat?,pot,seat
2865,86,2,ns_1,pot,rock,1,Is it true that pots are rocks?,pots,rocks
2866,86,2,ns_1,pot,rock,2,Is it true that a pot is a rock?,pot,rock
2867,86,2,ns_1,pot,rock,3,Is it true that pots are a type of rock?,pots,rock
2868,86,2,ns_1,pot,rock,4,Is it true that a pot is a type of rock?,pot,rock
2869,86,2,ns_2,pot,tabletop,1,Is it true that pots are tabletops?,pots,tabletops
2870,86,2,ns_2,pot,tabletop,2,Is it true that a pot is a tabletop?,pot,tabletop
2871,86,2,ns_2,pot,tabletop,3,Is it true that pots are a type of tabletop?,pots,tabletop
2872,86,2,ns_2,pot,tabletop,4,Is it true that a pot is a type of tabletop?,pot,tabletop
2873,86,2,ns_3,pot,ball,1,Is it true that pots are balls?,pots,balls
2874,86,2,ns_3,pot,ball,2,Is it true that a pot is a ball?,pot,ball
2875,86,2,ns_3,pot,ball,3,Is it true that pots are a type of ball?,pots,ball
2876,86,2,ns_3,pot,ball,4,Is it true that a pot is a type of ball?,pot,ball
2877,86,2,ns_4,pot,corridor,1,Is it true that pots are corridors?,pots,corridors
2878,86,2,ns_4,pot,corridor,2,Is it true that a pot is a corridor?,pot,corridor
2879,86,2,ns_4,pot,corridor,3,Is it true that pots are a type of corridor?,pots,corridor
2880,86,2,ns_4,pot,corridor,4,Is it true that a pot is a type of corridor?,pot,corridor
2881,87,1,ns_1,bedroom,home appliance,1,Is it true that bedrooms are home appliances?,bedrooms,home appliances
2882,87,1,ns_1,bedroom,home appliance,2,Is it true that a bedroom is a home appliance?,bedroom,home appliance
2883,87,1,ns_1,bedroom,home appliance,3,Is it true that bedrooms are a type of home appliance?,bedrooms,home appliance
2884,87,1,ns_1,bedroom,home appliance,4,Is it true that a bedroom is a type of home appliance?,bedroom,home appliance
2885,87,1,ns_2,bedroom,rod,1,Is it true that bedrooms are rods?,bedrooms,rods
2886,87,1,ns_2,bedroom,rod,2,Is it true that a bedroom is a rod?,bedroom,rod
2887,87,1,ns_2,bedroom,rod,3,Is it true that bedrooms are a type of rod?,bedrooms,rod
2888,87,1,ns_2,bedroom,rod,4,Is it true that a bedroom is a type of rod?,bedroom,rod
2889,87,1,ns_3,bedroom,invertebrate,1,Is it true that bedrooms are invertebrates?,bedrooms,invertebrates
2890,87,1,ns_3,bedroom,invertebrate,2,Is it true that a bedroom is an invertebrate?,bedroom,invertebrate
2891,87,1,ns_3,bedroom,invertebrate,3,Is it true that bedrooms are a type of invertebrate?,bedrooms,invertebrate
2892,87,1,ns_3,bedroom,invertebrate,4,Is it true that a bedroom is a type of invertebrate?,bedroom,invertebrate
2893,87,1,ns_4,bedroom,building,1,Is it true that bedrooms are buildings?,bedrooms,buildings
2894,87,1,ns_4,bedroom,building,2,Is it true that a bedroom is a building?,bedroom,building
2895,87,1,ns_4,bedroom,building,3,Is it true that bedrooms are a type of building?,bedrooms,building
2896,87,1,ns_4,bedroom,building,4,Is it true that a bedroom is a type of building?,bedroom,building
2897,87,2,ns_1,bedroom,musical instrument,1,Is it true that bedrooms are musical instruments?,bedrooms,musical instruments
2898,87,2,ns_1,bedroom,musical instrument,2,Is it true that a bedroom is a musical instrument?,bedroom,musical instrument
2899,87,2,ns_1,bedroom,musical instrument,3,Is it true that bedrooms are a type of musical instrument?,bedrooms,musical instrument
2900,87,2,ns_1,bedroom,musical instrument,4,Is it true that a bedroom is a type of musical instrument?,bedroom,musical instrument
2901,87,2,ns_2,bedroom,tabletop,1,Is it true that bedrooms are tabletops?,bedrooms,tabletops
2902,87,2,ns_2,bedroom,tabletop,2,Is it true that a bedroom is a tabletop?,bedroom,tabletop
2903,87,2,ns_2,bedroom,tabletop,3,Is it true that bedrooms are a type of tabletop?,bedrooms,tabletop
2904,87,2,ns_2,bedroom,tabletop,4,Is it true that a bedroom is a type of tabletop?,bedroom,tabletop
2905,87,2,ns_3,bedroom,woman,1,Is it true that bedrooms are women?,bedrooms,women
2906,87,2,ns_3,bedroom,woman,2,Is it true that a bedroom is a woman?,bedroom,woman
2907,87,2,ns_3,bedroom,woman,3,Is it true that bedrooms are a type of woman?,bedrooms,woman
2908,87,2,ns_3,bedroom,woman,4,Is it true that a bedroom is a type of woman?,bedroom,woman
2909,87,2,ns_4,bedroom,beverage,1,Is it true that bedrooms are beverages?,bedrooms,beverages
2910,87,2,ns_4,bedroom,beverage,2,Is it true that a bedroom is a beverage?,bedroom,beverage
2911,87,2,ns_4,bedroom,beverage,3,Is it true that bedrooms are a type of beverage?,bedrooms,beverage
