item,idx,ns_id,category,category_item,hypernym,hypernym_item,negative_sample,negative_item,hypernym_question,negative_question
339,1356,ns_4,leek,leeks,vegetable,vegetable,accessory,accessory,Is it true that leeks are a type of vegetable?,Is it true that leeks are a type of accessory?
340,1357,ns_1,leek,leeks,plant,plant,auto part,auto part,Is it true that leeks are a type of plant?,Is it true that leeks are a type of auto part?
340,1358,ns_2,leek,leeks,plant,plant,school supply,school supply,Is it true that leeks are a type of plant?,Is it true that leeks are a type of school supply?
340,1359,ns_3,leek,leeks,plant,plant,office supply,office supply,Is it true that leeks are a type of plant?,Is it true that leeks are a type of office supply?
340,1360,ns_4,leek,leeks,plant,plant,medical equipment,medical equipment,Is it true that leeks are a type of plant?,Is it true that leeks are a type of medical equipment?
341,1361,ns_1,recliner,recliners,furniture,furniture,women's clothing,women's clothes,Is it true that recliners are a type of furniture?,Is it true that recliners are a type of women's clothes?
341,1362,ns_2,recliner,recliners,furniture,furniture,fruit,fruit,Is it true that recliners are a type of furniture?,Is it true that recliners are a type of fruit?
341,1363,ns_3,recliner,recliners,furniture,furniture,dessert,dessert,Is it true that recliners are a type of furniture?,Is it true that recliners are a type of dessert?
341,1364,ns_4,recliner,recliners,furniture,furniture,accessory,accessory,Is it true that recliners are a type of furniture?,Is it true that recliners are a type of accessory?
342,1365,ns_1,trolley,trolleys,vehicle,vehicle,clothing,clothing,Is it true that trolleys are a type of vehicle?,Is it true that trolleys are a type of clothing?
342,1366,ns_2,trolley,trolleys,vehicle,vehicle,medical equipment,medical equipment,Is it true that trolleys are a type of vehicle?,Is it true that trolleys are a type of medical equipment?
342,1367,ns_3,trolley,trolleys,vehicle,vehicle,weapon,weapon,Is it true that trolleys are a type of vehicle?,Is it true that trolleys are a type of weapon?
342,1368,ns_4,trolley,trolleys,vehicle,vehicle,bird,bird,Is it true that trolleys are a type of vehicle?,Is it true that trolleys are a type of bird?
343,1369,ns_1,swab,swabs,medical equipment,medical equipment,livestock,livestock,Is it true that swabs are a type of medical equipment?,Is it true that swabs are a type of livestock?
343,1370,ns_2,swab,swabs,medical equipment,medical equipment,clothing,clothing,Is it true that swabs are a type of medical equipment?,Is it true that swabs are a type of clothing?
343,1371,ns_3,swab,swabs,medical equipment,medical equipment,garden tool,garden tool,Is it true that swabs are a type of medical equipment?,Is it true that swabs are a type of garden tool?
343,1372,ns_4,swab,swabs,medical equipment,medical equipment,condiment,condiment,Is it true that swabs are a type of medical equipment?,Is it true that swabs are a type of condiment?
344,1373,ns_1,swab,swabs,toiletry,toiletry,weapon,weapon,Is it true that swabs are a type of toiletry?,Is it true that swabs are a type of weapon?
344,1374,ns_2,swab,swabs,toiletry,toiletry,tool,tool,Is it true that swabs are a type of toiletry?,Is it true that swabs are a type of tool?
344,1375,ns_3,swab,swabs,toiletry,toiletry,fruit,fruit,Is it true that swabs are a type of toiletry?,Is it true that swabs are a type of fruit?
344,1376,ns_4,swab,swabs,toiletry,toiletry,clothing,clothing,Is it true that swabs are a type of toiletry?,Is it true that swabs are a type of clothing?
345,1377,ns_1,screen,screens,electronic device,electronic device,container,container,Is it true that screens are a type of electronic device?,Is it true that screens are a type of container?
345,1378,ns_2,screen,screens,electronic device,electronic device,jewelry,jewelry,Is it true that screens are a type of electronic device?,Is it true that screens are a type of jewelry?
345,1379,ns_3,screen,screens,electronic device,electronic device,toy,toy,Is it true that screens are a type of electronic device?,Is it true that screens are a type of toy?
345,1380,ns_4,screen,screens,electronic device,electronic device,dessert,dessert,Is it true that screens are a type of electronic device?,Is it true that screens are a type of dessert?
346,1381,ns_1,cheetah,cheetahs,mammal,mammal,fruit,fruit,Is it true that cheetahs are a type of mammal?,Is it true that cheetahs are a type of fruit?
346,1382,ns_2,cheetah,cheetahs,mammal,mammal,outerwear,outerwear,Is it true that cheetahs are a type of mammal?,Is it true that cheetahs are a type of outerwear?
346,1383,ns_3,cheetah,cheetahs,mammal,mammal,plant,plant,Is it true that cheetahs are a type of mammal?,Is it true that cheetahs are a type of plant?
346,1384,ns_4,cheetah,cheetahs,mammal,mammal,accessory,accessory,Is it true that cheetahs are a type of mammal?,Is it true that cheetahs are a type of accessory?
347,1385,ns_1,cheetah,cheetahs,animal,animal,food,food,Is it true that cheetahs are a type of animal?,Is it true that cheetahs are a type of food?
347,1386,ns_2,cheetah,cheetahs,animal,animal,dessert,dessert,Is it true that cheetahs are a type of animal?,Is it true that cheetahs are a type of dessert?
347,1387,ns_3,cheetah,cheetahs,animal,animal,footwear,footwear,Is it true that cheetahs are a type of animal?,Is it true that cheetahs are a type of footwear?
347,1388,ns_4,cheetah,cheetahs,animal,animal,home decor,home decor,Is it true that cheetahs are a type of animal?,Is it true that cheetahs are a type of home decor?
348,1389,ns_1,omelet,omelets,food,food,livestock,livestock,Is it true that omelets are a type of food?,Is it true that omelets are a type of livestock?
348,1390,ns_2,omelet,omelets,food,food,water vehicle,water vehicle,Is it true that omelets are a type of food?,Is it true that omelets are a type of water vehicle?
348,1391,ns_3,omelet,omelets,food,food,school supply,school supply,Is it true that omelets are a type of food?,Is it true that omelets are a type of school supply?
348,1392,ns_4,omelet,omelets,food,food,kitchen equipment,kitchen equipment,Is it true that omelets are a type of food?,Is it true that omelets are a type of kitchen equipment?
349,1393,ns_1,cow,cows,mammal,mammal,vegetable,vegetable,Is it true that cows are a type of mammal?,Is it true that cows are a type of vegetable?
349,1394,ns_2,cow,cows,mammal,mammal,water vehicle,water vehicle,Is it true that cows are a type of mammal?,Is it true that cows are a type of water vehicle?
349,1395,ns_3,cow,cows,mammal,mammal,container,container,Is it true that cows are a type of mammal?,Is it true that cows are a type of container?
349,1396,ns_4,cow,cows,mammal,mammal,office supply,office supply,Is it true that cows are a type of mammal?,Is it true that cows are a type of office supply?
350,1397,ns_1,cow,cows,livestock,livestock,sea animal,sea animal,Is it true that cows are a type of livestock?,Is it true that cows are a type of sea animal?
350,1398,ns_2,cow,cows,livestock,livestock,medical equipment,medical equipment,Is it true that cows are a type of livestock?,Is it true that cows are a type of medical equipment?
350,1399,ns_3,cow,cows,livestock,livestock,footwear,footwear,Is it true that cows are a type of livestock?,Is it true that cows are a type of footwear?
350,1400,ns_4,cow,cows,livestock,livestock,food,food,Is it true that cows are a type of livestock?,Is it true that cows are a type of food?
351,1401,ns_1,cow,cows,animal,animal,electronic device,electronic device,Is it true that cows are a type of animal?,Is it true that cows are a type of electronic device?
351,1402,ns_2,cow,cows,animal,animal,insect,insect,Is it true that cows are a type of animal?,Is it true that cows are a type of insect?
351,1403,ns_3,cow,cows,animal,animal,kitchen equipment,kitchen equipment,Is it true that cows are a type of animal?,Is it true that cows are a type of kitchen equipment?
351,1404,ns_4,cow,cows,animal,animal,headwear,headwear,Is it true that cows are a type of animal?,Is it true that cows are a type of headwear?
352,1405,ns_1,blouse,blouses,clothing,clothing,toy,toy,Is it true that blouses are a type of clothing?,Is it true that blouses are a type of toy?
352,1406,ns_2,blouse,blouses,clothing,clothing,garden tool,garden tool,Is it true that blouses are a type of clothing?,Is it true that blouses are a type of garden tool?
352,1407,ns_3,blouse,blouses,clothing,clothing,condiment,condiment,Is it true that blouses are a type of clothing?,Is it true that blouses are a type of condiment?
352,1408,ns_4,blouse,blouses,clothing,clothing,school supply,school supply,Is it true that blouses are a type of clothing?,Is it true that blouses are a type of school supply?
353,1409,ns_1,blouse,blouses,women's clothing,women's clothes,tool,tool,Is it true that blouses are a type of women's clothes?,Is it true that blouses are a type of tool?
353,1410,ns_2,blouse,blouses,women's clothing,women's clothes,protective clothing,protective clothing,Is it true that blouses are a type of women's clothes?,Is it true that blouses are a type of protective clothing?
353,1411,ns_3,blouse,blouses,women's clothing,women's clothes,home decor,home decor,Is it true that blouses are a type of women's clothes?,Is it true that blouses are a type of home decor?
353,1412,ns_4,blouse,blouses,women's clothing,women's clothes,fruit,fruit,Is it true that blouses are a type of women's clothes?,Is it true that blouses are a type of fruit?
354,1413,ns_1,asparagus,asparagus,plant,plant,seafood,seafood,Is it true that asparagus is a type of plant?,Is it true that asparagus is a type of seafood?
354,1414,ns_2,asparagus,asparagus,plant,plant,condiment,condiment,Is it true that asparagus is a type of plant?,Is it true that asparagus is a type of condiment?
354,1415,ns_3,asparagus,asparagus,plant,plant,furniture,furniture,Is it true that asparagus is a type of plant?,Is it true that asparagus is a type of furniture?
354,1416,ns_4,asparagus,asparagus,plant,plant,women's clothing,women's clothes,Is it true that asparagus is a type of plant?,Is it true that asparagus is a type of women's clothes?
355,1417,ns_1,asparagus,asparagus,food,food,fruit,fruit,Is it true that asparagus is a type of food?,Is it true that asparagus is a type of fruit?
355,1418,ns_2,asparagus,asparagus,food,food,auto part,auto part,Is it true that asparagus is a type of food?,Is it true that asparagus is a type of auto part?
355,1419,ns_3,asparagus,asparagus,food,food,toy,toy,Is it true that asparagus is a type of food?,Is it true that asparagus is a type of toy?
355,1420,ns_4,asparagus,asparagus,food,food,office supply,office supply,Is it true that asparagus is a type of food?,Is it true that asparagus is a type of office supply?
356,1421,ns_1,asparagus,asparagus,vegetable,vegetable,outerwear,outerwear,Is it true that asparagus is a type of vegetable?,Is it true that asparagus is a type of outerwear?
356,1422,ns_2,asparagus,asparagus,vegetable,vegetable,kitchen equipment,kitchen equipment,Is it true that asparagus is a type of vegetable?,Is it true that asparagus is a type of kitchen equipment?
356,1423,ns_3,asparagus,asparagus,vegetable,vegetable,game,game,Is it true that asparagus is a type of vegetable?,Is it true that asparagus is a type of game?
356,1424,ns_4,asparagus,asparagus,vegetable,vegetable,school supply,school supply,Is it true that asparagus is a type of vegetable?,Is it true that asparagus is a type of school supply?
357,1425,ns_1,pesto,pesto,condiment,condiment,protective clothing,protective clothing,Is it true that pesto is a type of condiment?,Is it true that pesto is a type of protective clothing?
357,1426,ns_2,pesto,pesto,condiment,condiment,women's clothing,women's clothes,Is it true that pesto is a type of condiment?,Is it true that pesto is a type of women's clothes?
357,1427,ns_3,pesto,pesto,condiment,condiment,water vehicle,water vehicle,Is it true that pesto is a type of condiment?,Is it true that pesto is a type of water vehicle?
357,1428,ns_4,pesto,pesto,condiment,condiment,electronic device,electronic device,Is it true that pesto is a type of condiment?,Is it true that pesto is a type of electronic device?
358,1429,ns_1,pesto,pesto,food,food,plant,plant,Is it true that pesto is a type of food?,Is it true that pesto is a type of plant?
358,1430,ns_2,pesto,pesto,food,food,headwear,headwear,Is it true that pesto is a type of food?,Is it true that pesto is a type of headwear?
358,1431,ns_3,pesto,pesto,food,food,vegetable,vegetable,Is it true that pesto is a type of food?,Is it true that pesto is a type of vegetable?
358,1432,ns_4,pesto,pesto,food,food,footwear,footwear,Is it true that pesto is a type of food?,Is it true that pesto is a type of footwear?
359,1433,ns_1,perfume,perfumes,toiletry,toiletry,office supply,office supply,Is it true that perfumes are a type of toiletry?,Is it true that perfumes are a type of office supply?
359,1434,ns_2,perfume,perfumes,toiletry,toiletry,jewelry,jewelry,Is it true that perfumes are a type of toiletry?,Is it true that perfumes are a type of jewelry?
359,1435,ns_3,perfume,perfumes,toiletry,toiletry,footwear,footwear,Is it true that perfumes are a type of toiletry?,Is it true that perfumes are a type of footwear?
359,1436,ns_4,perfume,perfumes,toiletry,toiletry,school supply,school supply,Is it true that perfumes are a type of toiletry?,Is it true that perfumes are a type of school supply?
360,1437,ns_1,ball,balls,toy,toy,footwear,footwear,Is it true that balls are a type of toy?,Is it true that balls are a type of footwear?
360,1438,ns_2,ball,balls,toy,toy,bird,bird,Is it true that balls are a type of toy?,Is it true that balls are a type of bird?
360,1439,ns_3,ball,balls,toy,toy,animal,animal,Is it true that balls are a type of toy?,Is it true that balls are a type of animal?
360,1440,ns_4,ball,balls,toy,toy,garden tool,garden tool,Is it true that balls are a type of toy?,Is it true that balls are a type of garden tool?
361,1441,ns_1,mop,mops,tool,tool,home decor,home decor,Is it true that mops are a type of tool?,Is it true that mops are a type of home decor?
361,1442,ns_2,mop,mops,tool,tool,electronic device,electronic device,Is it true that mops are a type of tool?,Is it true that mops are a type of electronic device?
361,1443,ns_3,mop,mops,tool,tool,jewelry,jewelry,Is it true that mops are a type of tool?,Is it true that mops are a type of jewelry?
361,1444,ns_4,mop,mops,tool,tool,dessert,dessert,Is it true that mops are a type of tool?,Is it true that mops are a type of dessert?
362,1445,ns_1,polo shirt,polo shirts,clothing,clothing,protective clothing,protective clothing,Is it true that polo shirts are a type of clothing?,Is it true that polo shirts are a type of protective clothing?
362,1446,ns_2,polo shirt,polo shirts,clothing,clothing,container,container,Is it true that polo shirts are a type of clothing?,Is it true that polo shirts are a type of container?
362,1447,ns_3,polo shirt,polo shirts,clothing,clothing,tool,tool,Is it true that polo shirts are a type of clothing?,Is it true that polo shirts are a type of tool?
362,1448,ns_4,polo shirt,polo shirts,clothing,clothing,school supply,school supply,Is it true that polo shirts are a type of clothing?,Is it true that polo shirts are a type of school supply?
363,1449,ns_1,chicken,chicken,bird,bird,mammal,mammal,Is it true that a chicken is a type of bird?,Is it true that a chicken is a type of mammal?
363,1450,ns_2,chicken,chicken,bird,bird,fastener,fastener,Is it true that a chicken is a type of bird?,Is it true that a chicken is a type of fastener?
363,1451,ns_3,chicken,chicken,bird,bird,auto part,auto part,Is it true that a chicken is a type of bird?,Is it true that a chicken is a type of auto part?
363,1452,ns_4,chicken,chicken,bird,bird,container,container,Is it true that a chicken is a type of bird?,Is it true that a chicken is a type of container?
364,1453,ns_1,chicken,chicken,food,food,fruit,fruit,Is it true that a chicken is a type of food?,Is it true that a chicken is a type of fruit?
364,1454,ns_2,chicken,chicken,food,food,insect,insect,Is it true that a chicken is a type of food?,Is it true that a chicken is a type of insect?
364,1455,ns_3,chicken,chicken,food,food,sea animal,sea animal,Is it true that a chicken is a type of food?,Is it true that a chicken is a type of sea animal?
364,1456,ns_4,chicken,chicken,food,food,electronic device,electronic device,Is it true that a chicken is a type of food?,Is it true that a chicken is a type of electronic device?
365,1457,ns_1,chicken,chicken,livestock,livestock,mammal,mammal,Is it true that a chicken is a type of livestock?,Is it true that a chicken is a type of mammal?
365,1458,ns_2,chicken,chicken,livestock,livestock,container,container,Is it true that a chicken is a type of livestock?,Is it true that a chicken is a type of container?
365,1459,ns_3,chicken,chicken,livestock,livestock,condiment,condiment,Is it true that a chicken is a type of livestock?,Is it true that a chicken is a type of condiment?
365,1460,ns_4,chicken,chicken,livestock,livestock,fastener,fastener,Is it true that a chicken is a type of livestock?,Is it true that a chicken is a type of fastener?
366,1461,ns_1,chicken,chicken,animal,animal,protective clothing,protective clothing,Is it true that a chicken is a type of animal?,Is it true that a chicken is a type of protective clothing?
366,1462,ns_2,chicken,chicken,animal,animal,candy,candy,Is it true that a chicken is a type of animal?,Is it true that a chicken is a type of candy?
366,1463,ns_3,chicken,chicken,animal,animal,clothing,clothing,Is it true that a chicken is a type of animal?,Is it true that a chicken is a type of clothing?
366,1464,ns_4,chicken,chicken,animal,animal,women's clothing,women's clothes,Is it true that a chicken is a type of animal?,Is it true that a chicken is a type of women's clothes?
367,1465,ns_1,meatloaf,meatloaf,food,food,seafood,seafood,Is it true that a meatloaf is a type of food?,Is it true that a meatloaf is a type of seafood?
367,1466,ns_2,meatloaf,meatloaf,food,food,toy,toy,Is it true that a meatloaf is a type of food?,Is it true that a meatloaf is a type of toy?
367,1467,ns_3,meatloaf,meatloaf,food,food,musical instrument,musical instrument,Is it true that a meatloaf is a type of food?,Is it true that a meatloaf is a type of musical instrument?
367,1468,ns_4,meatloaf,meatloaf,food,food,clothing,clothing,Is it true that a meatloaf is a type of food?,Is it true that a meatloaf is a type of clothing?
368,1469,ns_1,lizard,lizards,animal,animal,office supply,office supply,Is it true that lizards are a type of animal?,Is it true that lizards are a type of office supply?
368,1470,ns_2,lizard,lizards,animal,animal,kitchen tool,kitchen tool,Is it true that lizards are a type of animal?,Is it true that lizards are a type of kitchen tool?
368,1471,ns_3,lizard,lizards,animal,animal,outerwear,outerwear,Is it true that lizards are a type of animal?,Is it true that lizards are a type of outerwear?
368,1472,ns_4,lizard,lizards,animal,animal,headwear,headwear,Is it true that lizards are a type of animal?,Is it true that lizards are a type of headwear?
369,1473,ns_1,diaper,diapers,clothing,clothing,women's clothing,women's clothes,Is it true that diapers are a type of clothing?,Is it true that diapers are a type of women's clothes?
369,1474,ns_2,diaper,diapers,clothing,clothing,candy,candy,Is it true that diapers are a type of clothing?,Is it true that diapers are a type of candy?
369,1475,ns_3,diaper,diapers,clothing,clothing,animal,animal,Is it true that diapers are a type of clothing?,Is it true that diapers are a type of animal?
369,1476,ns_4,diaper,diapers,clothing,clothing,game,game,Is it true that diapers are a type of clothing?,Is it true that diapers are a type of game?
370,1477,ns_1,diaper,diapers,toiletry,toiletry,outerwear,outerwear,Is it true that diapers are a type of toiletry?,Is it true that diapers are a type of outerwear?
370,1478,ns_2,diaper,diapers,toiletry,toiletry,bird,bird,Is it true that diapers are a type of toiletry?,Is it true that diapers are a type of bird?
370,1479,ns_3,diaper,diapers,toiletry,toiletry,footwear,footwear,Is it true that diapers are a type of toiletry?,Is it true that diapers are a type of footwear?
370,1480,ns_4,diaper,diapers,toiletry,toiletry,jewelry,jewelry,Is it true that diapers are a type of toiletry?,Is it true that diapers are a type of jewelry?
371,1481,ns_1,gasket,gaskets,fastener,fastener,headwear,headwear,Is it true that gaskets are a type of fastener?,Is it true that gaskets are a type of headwear?
371,1482,ns_2,gasket,gaskets,fastener,fastener,kitchen equipment,kitchen equipment,Is it true that gaskets are a type of fastener?,Is it true that gaskets are a type of kitchen equipment?
371,1483,ns_3,gasket,gaskets,fastener,fastener,sea animal,sea animal,Is it true that gaskets are a type of fastener?,Is it true that gaskets are a type of sea animal?
371,1484,ns_4,gasket,gaskets,fastener,fastener,bird,bird,Is it true that gaskets are a type of fastener?,Is it true that gaskets are a type of bird?
372,1485,ns_1,gasket,gaskets,auto part,auto part,toy,toy,Is it true that gaskets are a type of auto part?,Is it true that gaskets are a type of toy?
372,1486,ns_2,gasket,gaskets,auto part,auto part,condiment,condiment,Is it true that gaskets are a type of auto part?,Is it true that gaskets are a type of condiment?
372,1487,ns_3,gasket,gaskets,auto part,auto part,animal,animal,Is it true that gaskets are a type of auto part?,Is it true that gaskets are a type of animal?
372,1488,ns_4,gasket,gaskets,auto part,auto part,accessory,accessory,Is it true that gaskets are a type of auto part?,Is it true that gaskets are a type of accessory?
373,1489,ns_1,chaps,chapsticks,clothing,clothing,auto part,auto part,Is it true that chapsticks are a type of clothing?,Is it true that chapsticks are a type of auto part?
373,1490,ns_2,chaps,chapsticks,clothing,clothing,drink,drink,Is it true that chapsticks are a type of clothing?,Is it true that chapsticks are a type of drink?
373,1491,ns_3,chaps,chapsticks,clothing,clothing,dessert,dessert,Is it true that chapsticks are a type of clothing?,Is it true that chapsticks are a type of dessert?
373,1492,ns_4,chaps,chapsticks,clothing,clothing,livestock,livestock,Is it true that chapsticks are a type of clothing?,Is it true that chapsticks are a type of livestock?
374,1493,ns_1,wallpaper,wallpapers,home decor,home decor,vehicle,vehicle,Is it true that wallpapers are a type of home decor?,Is it true that wallpapers are a type of vehicle?
374,1494,ns_2,wallpaper,wallpapers,home decor,home decor,toiletry,toiletry,Is it true that wallpapers are a type of home decor?,Is it true that wallpapers are a type of toiletry?
374,1495,ns_3,wallpaper,wallpapers,home decor,home decor,fruit,fruit,Is it true that wallpapers are a type of home decor?,Is it true that wallpapers are a type of fruit?
374,1496,ns_4,wallpaper,wallpapers,home decor,home decor,school supply,school supply,Is it true that wallpapers are a type of home decor?,Is it true that wallpapers are a type of school supply?
375,1497,ns_1,shears,shears,garden tool,garden tool,drink,drink,Is it true that shears are a type of garden tool?,Is it true that shears are a type of drink?
375,1498,ns_2,shears,shears,garden tool,garden tool,container,container,Is it true that shears are a type of garden tool?,Is it true that shears are a type of container?
375,1499,ns_3,shears,shears,garden tool,garden tool,kitchen equipment,kitchen equipment,Is it true that shears are a type of garden tool?,Is it true that shears are a type of kitchen equipment?
375,1500,ns_4,shears,shears,garden tool,garden tool,food,food,Is it true that shears are a type of garden tool?,Is it true that shears are a type of food?
376,1501,ns_1,shears,shears,tool,tool,women's clothing,women's clothes,Is it true that shears are a type of tool?,Is it true that shears are a type of women's clothes?
376,1502,ns_2,shears,shears,tool,tool,accessory,accessory,Is it true that shears are a type of tool?,Is it true that shears are a type of accessory?
376,1503,ns_3,shears,shears,tool,tool,dessert,dessert,Is it true that shears are a type of tool?,Is it true that shears are a type of dessert?
376,1504,ns_4,shears,shears,tool,tool,toiletry,toiletry,Is it true that shears are a type of tool?,Is it true that shears are a type of toiletry?
377,1505,ns_1,souffle,souffles,food,food,protective clothing,protective clothing,Is it true that souffles are a type of food?,Is it true that souffles are a type of protective clothing?
377,1506,ns_2,souffle,souffles,food,food,medical equipment,medical equipment,Is it true that souffles are a type of food?,Is it true that souffles are a type of medical equipment?
377,1507,ns_3,souffle,souffles,food,food,kitchen tool,kitchen tool,Is it true that souffles are a type of food?,Is it true that souffles are a type of kitchen tool?
377,1508,ns_4,souffle,souffles,food,food,drink,drink,Is it true that souffles are a type of food?,Is it true that souffles are a type of drink?
378,1509,ns_1,souffle,souffles,dessert,dessert,vehicle,vehicle,Is it true that souffles are a type of dessert?,Is it true that souffles are a type of vehicle?
378,1510,ns_2,souffle,souffles,dessert,dessert,home decor,home decor,Is it true that souffles are a type of dessert?,Is it true that souffles are a type of home decor?
378,1511,ns_3,souffle,souffles,dessert,dessert,weapon,weapon,Is it true that souffles are a type of dessert?,Is it true that souffles are a type of weapon?
378,1512,ns_4,souffle,souffles,dessert,dessert,condiment,condiment,Is it true that souffles are a type of dessert?,Is it true that souffles are a type of condiment?
379,1513,ns_1,rhubarb,rhubarbs,food,food,women's clothing,women's clothes,Is it true that rhubarbs are a type of food?,Is it true that rhubarbs are a type of women's clothes?
379,1514,ns_2,rhubarb,rhubarbs,food,food,kitchen tool,kitchen tool,Is it true that rhubarbs are a type of food?,Is it true that rhubarbs are a type of kitchen tool?
379,1515,ns_3,rhubarb,rhubarbs,food,food,drink,drink,Is it true that rhubarbs are a type of food?,Is it true that rhubarbs are a type of drink?
379,1516,ns_4,rhubarb,rhubarbs,food,food,condiment,condiment,Is it true that rhubarbs are a type of food?,Is it true that rhubarbs are a type of condiment?
380,1517,ns_1,rhubarb,rhubarbs,vegetable,vegetable,fastener,fastener,Is it true that rhubarbs are a type of vegetable?,Is it true that rhubarbs are a type of fastener?
380,1518,ns_2,rhubarb,rhubarbs,vegetable,vegetable,jewelry,jewelry,Is it true that rhubarbs are a type of vegetable?,Is it true that rhubarbs are a type of jewelry?
380,1519,ns_3,rhubarb,rhubarbs,vegetable,vegetable,protective clothing,protective clothing,Is it true that rhubarbs are a type of vegetable?,Is it true that rhubarbs are a type of protective clothing?
380,1520,ns_4,rhubarb,rhubarbs,vegetable,vegetable,sea animal,sea animal,Is it true that rhubarbs are a type of vegetable?,Is it true that rhubarbs are a type of sea animal?
381,1521,ns_1,pantsuit,pantsuits,clothing,clothing,office supply,office supply,Is it true that pantsuits are a type of clothing?,Is it true that pantsuits are a type of office supply?
381,1522,ns_2,pantsuit,pantsuits,clothing,clothing,livestock,livestock,Is it true that pantsuits are a type of clothing?,Is it true that pantsuits are a type of livestock?
381,1523,ns_3,pantsuit,pantsuits,clothing,clothing,school supply,school supply,Is it true that pantsuits are a type of clothing?,Is it true that pantsuits are a type of school supply?
381,1524,ns_4,pantsuit,pantsuits,clothing,clothing,auto part,auto part,Is it true that pantsuits are a type of clothing?,Is it true that pantsuits are a type of auto part?
382,1525,ns_1,pantsuit,pantsuits,women's clothing,women's clothes,mammal,mammal,Is it true that pantsuits are a type of women's clothes?,Is it true that pantsuits are a type of mammal?
382,1526,ns_2,pantsuit,pantsuits,women's clothing,women's clothes,drink,drink,Is it true that pantsuits are a type of women's clothes?,Is it true that pantsuits are a type of drink?
382,1527,ns_3,pantsuit,pantsuits,women's clothing,women's clothes,electronic device,electronic device,Is it true that pantsuits are a type of women's clothes?,Is it true that pantsuits are a type of electronic device?
382,1528,ns_4,pantsuit,pantsuits,women's clothing,women's clothes,fastener,fastener,Is it true that pantsuits are a type of women's clothes?,Is it true that pantsuits are a type of fastener?
383,1529,ns_1,armor,armor,protective clothing,protective clothing,headwear,headwear,Is it true that armor is a type of protective clothing?,Is it true that armor is a type of headwear?
383,1530,ns_2,armor,armor,protective clothing,protective clothing,electronic device,electronic device,Is it true that armor is a type of protective clothing?,Is it true that armor is a type of electronic device?
383,1531,ns_3,armor,armor,protective clothing,protective clothing,toy,toy,Is it true that armor is a type of protective clothing?,Is it true that armor is a type of toy?
383,1532,ns_4,armor,armor,protective clothing,protective clothing,jewelry,jewelry,Is it true that armor is a type of protective clothing?,Is it true that armor is a type of jewelry?
384,1533,ns_1,armor,armor,clothing,clothing,garden tool,garden tool,Is it true that armor is a type of clothing?,Is it true that armor is a type of garden tool?
384,1534,ns_2,armor,armor,clothing,clothing,women's clothing,women's clothes,Is it true that armor is a type of clothing?,Is it true that armor is a type of women's clothes?
384,1535,ns_3,armor,armor,clothing,clothing,mammal,mammal,Is it true that armor is a type of clothing?,Is it true that armor is a type of mammal?
384,1536,ns_4,armor,armor,clothing,clothing,water vehicle,water vehicle,Is it true that armor is a type of clothing?,Is it true that armor is a type of water vehicle?
385,1537,ns_1,folder,folders,school supply,school supply,medical equipment,medical equipment,Is it true that folders are a type of school supply?,Is it true that folders are a type of medical equipment?
385,1538,ns_2,folder,folders,school supply,school supply,auto part,auto part,Is it true that folders are a type of school supply?,Is it true that folders are a type of auto part?
385,1539,ns_3,folder,folders,school supply,school supply,food,food,Is it true that folders are a type of school supply?,Is it true that folders are a type of food?
385,1540,ns_4,folder,folders,school supply,school supply,kitchen equipment,kitchen equipment,Is it true that folders are a type of school supply?,Is it true that folders are a type of kitchen equipment?
386,1541,ns_1,folder,folders,office supply,office supply,toiletry,toiletry,Is it true that folders are a type of office supply?,Is it true that folders are a type of toiletry?
386,1542,ns_2,folder,folders,office supply,office supply,dessert,dessert,Is it true that folders are a type of office supply?,Is it true that folders are a type of dessert?
386,1543,ns_3,folder,folders,office supply,office supply,insect,insect,Is it true that folders are a type of office supply?,Is it true that folders are a type of insect?
386,1544,ns_4,folder,folders,office supply,office supply,kitchen equipment,kitchen equipment,Is it true that folders are a type of office supply?,Is it true that folders are a type of kitchen equipment?
387,1545,ns_1,book,books,school supply,school supply,headwear,headwear,Is it true that books are a type of school supply?,Is it true that books are a type of headwear?
387,1546,ns_2,book,books,school supply,school supply,outerwear,outerwear,Is it true that books are a type of school supply?,Is it true that books are a type of outerwear?
387,1547,ns_3,book,books,school supply,school supply,musical instrument,musical instrument,Is it true that books are a type of school supply?,Is it true that books are a type of musical instrument?
387,1548,ns_4,book,books,school supply,school supply,animal,animal,Is it true that books are a type of school supply?,Is it true that books are a type of animal?
388,1549,ns_1,landmine,landmines,weapon,weapon,auto part,auto part,Is it true that landmines are a type of weapon?,Is it true that landmines are a type of auto part?
388,1550,ns_2,landmine,landmines,weapon,weapon,medical equipment,medical equipment,Is it true that landmines are a type of weapon?,Is it true that landmines are a type of medical equipment?
388,1551,ns_3,landmine,landmines,weapon,weapon,fruit,fruit,Is it true that landmines are a type of weapon?,Is it true that landmines are a type of fruit?
388,1552,ns_4,landmine,landmines,weapon,weapon,accessory,accessory,Is it true that landmines are a type of weapon?,Is it true that landmines are a type of accessory?
389,1553,ns_1,bison,bisons,mammal,mammal,vehicle,vehicle,Is it true that bisons are a type of mammal?,Is it true that bisons are a type of vehicle?
389,1554,ns_2,bison,bisons,mammal,mammal,fastener,fastener,Is it true that bisons are a type of mammal?,Is it true that bisons are a type of fastener?
389,1555,ns_3,bison,bisons,mammal,mammal,dessert,dessert,Is it true that bisons are a type of mammal?,Is it true that bisons are a type of dessert?
